title	authors	journal	year	pmid	pmcid	doi
Identifying Coronary Artery Calcification Using Chest X-ray Radiographs and Machine Learning: The Role of the Radiomics Score.	Jeong H, Park HB, Hong J, Lee J, Ha S, Heo R, Jung J, Hong Y, Chang HJ.	Journal of thoracic imaging	2024	37889556	PMC10878443	10.1097/rti.0000000000000757
Community-based participatory research application of an artificial intelligence-enhanced electrocardiogram for cardiovascular disease screening: A FAITH! Trial ancillary study.	Harmon DM, Adedinsewo D, Van't Hof JR, Johnson M, Hayes SN, Lopez-Jimenez F, Jones C, Attia ZI, Friedman PA, Patten CA, Cooper LA, Brewer LC.	American journal of preventive cardiology	2022	36419480	PMC9677088	10.1016/j.ajpc.2022.100431
Social Determinants of Association among Diabetes Mellitus, Visual Impairment and Hearing Loss in a Middle-Aged or Old Population: Artificial-Neural-Network Analysis of the Korean Longitudinal Study of Aging (2014⁻2016).	Lee KS, Park KW.	Geriatrics (Basel, Switzerland)	2019	30934564	PMC6473411	10.3390/geriatrics4010030
Artificial intelligence and optical coherence tomography for the automatic characterisation of human atherosclerotic plaques.	Chu M, Jia H, Gutiérrez-Chico JL, Maehara A, Ali ZA, Zeng X, He L, Zhao C, Matsumura M, Wu P, Zeng M, Kubo T, Xu B, Chen L, Yu B, Mintz GS, Wijns W, Holm NR, Tu S.	EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology	2021	33528359	PMC9724931	10.4244/eij-d-20-01355
Gross motor function prediction using natural language processing in cerebral palsy.	Greve K, Ni Y, Bailes AF, Vargus-Adams J, Miley AE, Aronow B, McMahon MM, Kurowski BG, Mitelpunkt A.	Developmental medicine and child neurology	2023	35665923	PMC9720038	10.1111/dmcn.15301
Development of an AI-Based Predictive Algorithm for Early Diagnosis of High-Risk Dementia Groups among the Elderly: Utilizing Health Lifelog Data.	Lee JY, Lee SY.	Healthcare (Basel, Switzerland)	2024	39337213	PMC11431183	10.3390/healthcare12181872
Radiomics for Distinguishing Myocardial Infarction from Myocarditis at Late Gadolinium Enhancement at MRI: Comparison with Subjective Visual Analysis.	Di Noto T, von Spiczak J, Mannil M, Gantert E, Soda P, Manka R, Alkadhi H.	Radiology. Cardiothoracic imaging	2019	33778525	PMC7977789	10.1148/ryct.2019180026
Reduced Deep Convolutional Activation Features (R-DeCAF) in Histopathology Images to Improve the Classification Performance for Breast Cancer Diagnosis.	Morovati B, Lashgari R, Hajihasani M, Shabani H.	Journal of digital imaging	2023	37532925	PMC10584742	10.1007/s10278-023-00887-w
A study of differential microRNA expression profile in migraine: the microMIG exploratory study.	Gallardo VJ, Gómez-Galván JB, Asskour L, Torres-Ferrús M, Alpuente A, Caronna E, Pozo-Rosich P.	The journal of headache and pain	2023	36797674	PMC9936672	10.1186/s10194-023-01542-z
An Observational Study of Deep Learning and Automated Evaluation of Cervical Images for Cancer Screening.	Hu L, Bell D, Antani S, Xue Z, Yu K, Horning MP, Gachuhi N, Wilson B, Jaiswal MS, Befano B, Long LR, Herrero R, Einstein MH, Burk RD, Demarco M, Gage JC, Rodriguez AC, Wentzensen N, Schiffman M.	Journal of the National Cancer Institute	2019	30629194	PMC6748814	10.1093/jnci/djy225
Uncovering early predictors of cerebral palsy through the application of machine learning: a case-control study.	Rapuc S, Stres B, Verdenik I, Lučovnik M, Osredkar D.	BMJ paediatrics open	2024	39214549	PMC11367350	10.1136/bmjpo-2024-002800
Combining machine learning with external validation to explore necroptosis and immune response in moyamoya disease.	Liu Y, Yuan K, Zou L, Lei C, Xu R, He S, Zhao Y.	BMC immunology	2025	39948449	PMC11823220	10.1186/s12865-025-00686-8
Developing a nomogram for postoperative delirium in elderly patients with hip fractures.	Li L, Sheng WW, Song LJ, Cheng S, Cui EG, Zhang YB, Yu XZ, Liu YL.	World journal of psychiatry	2025	40110020	PMC11886321	10.5498/wjp.v15.i3.102117
Integrating 31-Gene Expression Profiling With Clinicopathologic Features to Optimize Cutaneous Melanoma Sentinel Lymph Node Metastasis Prediction.	Whitman ED, Koshenkov VP, Gastman BR, Lewis D, Hsueh EC, Pak H, Trezona TP, Davidson RS, McPhee M, Guenther JM, Toomey P, Smith FO, Beitsch PD, Lewis JM, Ward A, Young SE, Shah PK, Quick AP, Martin BJ, Zolochevska O, Covington KR, Monzon FA, Goldberg MS, Cook RW, Fleming MD, Hyams DM, Vetto JT.	JCO precision oncology	2021	34568719	PMC8457832	10.1200/po.21.00162
LDCNN: A new arrhythmia detection technique with ECG signals using a linear deep convolutional neural network.	Bayani A, Kargar M.	Physiological reports	2024	39218586	PMC11366442	10.14814/phy2.16182
BacHbpred: Support Vector Machine Methods for the Prediction of Bacterial Hemoglobin-Like Proteins.	Selvaraj M, Puri M, Dikshit KL, Lefevre C.	Advances in bioinformatics	2016	27034664	PMC4789356	10.1155/2016/8150784
A novel model for predicting fatty liver disease by means of an artificial neural network.	Chen YS, Chen D, Shen C, Chen M, Jin CH, Xu CF, Yu CH, Li YM.	Gastroenterology report	2021	33747524	PMC7962739	10.1093/gastro/goaa035
Predictive model for genital tract infections among men and women in Ghana: An application of LASSO penalized cross-validation regression model.	Ntumy MY, Tetteh J, Aguadze S, Swaray SM, Udofia EA, Yawson AE.	Epidemiology and infection	2024	39639486	PMC11648505	10.1017/s0950268824001444
A Genome-Wide Association Study and Machine-Learning Algorithm Analysis on the Prediction of Facial Phenotypes by Genotypes in Korean Women.	Yoo HY, Lee KC, Woo JE, Park SH, Lee S, Joo J, Bae JS, Kwon HJ, Park BJ.	Clinical, cosmetic and investigational dermatology	2022	35313536	PMC8933694	10.2147/ccid.s339547
Differentiation between depression and bipolar disorder in child and adolescents by voice features.	Luo J, Wu Y, Liu M, Li Z, Wang Z, Zheng Y, Feng L, Lu J, He F.	Child and adolescent psychiatry and mental health	2024	38287442	PMC10826007	10.1186/s13034-024-00708-0
Development and evaluation of a deep learning-based model for simultaneous detection and localization of rib and clavicle fractures in trauma patients' chest radiographs.	Cheng CT, Kuo LW, Ouyang CH, Hsu CP, Lin WC, Fu CY, Kang SC, Liao CH.	Trauma surgery & acute care open	2024	38646620	PMC11029226	10.1136/tsaco-2023-001300
Deep learning for automated left ventricular outflow tract diameter measurements in 2D echocardiography.	Zha SZ, Rogstadkjernet M, Klæboe LG, Skulstad H, Singstad BJ, Gilbert A, Edvardsen T, Samset E, Brekke PH.	Cardiovascular ultrasound	2023	37833731	PMC10571406	10.1186/s12947-023-00317-5
PREDICTIVE MODELING OF HOSPITAL READMISSION RATES USING ELECTRONIC MEDICAL RECORD-WIDE MACHINE LEARNING: A CASE-STUDY USING MOUNT SINAI HEART FAILURE COHORT.	Shameer K, Johnson KW, Yahi A, Miotto R, Li LI, Ricks D, Jebakaran J, Kovatch P, Sengupta PP, Gelijns S, Moskovitz A, Darrow B, David DL, Kasarskis A, Tatonetti NP, Pinney S, Dudley JT.	Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing	2017	27896982	PMC5362124	10.1142/9789813207813_0027
Classifying T cell activity in autofluorescence intensity images with convolutional neural networks.	Wang ZJ, Walsh AJ, Skala MC, Gitter A.	Journal of biophotonics	2020	31661592	PMC7065628	10.1002/jbio.201960050
Single-cell dissection, hdWGCNA and deep learning reveal the role of oxidatively stressed plasma cells in ulcerative colitis.	Mo S, Shen X, Huang B, Wang Y, Lin L, Chen Q, Weng M, Sugasawa T, Gu W, Tsushima Y, Nakajima T.	Acta biochimica et biophysica Sinica	2023	37814814	PMC10686794	10.3724/abbs.2023237
Deep residual networks for crystallography trained on synthetic data.	Mendez D, Holton JM, Lyubimov AY, Hollatz S, Mathews II, Cichosz A, Martirosyan V, Zeng T, Stofer R, Liu R, Song J, McPhillips S, Soltis M, Cohen AE.	Acta crystallographica. Section D, Structural biology	2024	38164955	PMC10833344	10.1107/s2059798323010586
Prediction of in-hospital mortality in patients with post traumatic brain injury using National Trauma Registry and Machine Learning Approach.	Abujaber A, Fadlalla A, Gammoh D, Abdelrahman H, Mollazehi M, El-Menyar A.	Scandinavian journal of trauma, resuscitation and emergency medicine	2020	32460867	PMC7251921	10.1186/s13049-020-00738-5
Establishment and validation of a nomogram for predicting perioperative complications of retroperitoneal laparoscopic adrenalectomy.	He J, Zhao J, Luo Y, Wang Y, Li M, Wei D, Yang X, Hou Z, Jiang Y.	Translational andrology and urology	2023	37181241	PMC10170273	10.21037/tau-22-705
Prediction-oriented prognostic biomarker discovery with survival machine learning methods.	Yao S, Cao B, Li T, Kalos D, Yuan Y, Wang X.	NAR genomics and bioinformatics	2023	37332657	PMC10273194	10.1093/nargab/lqad055
Weighted butterfly optimization algorithm with intuitionistic fuzzy Gaussian function based adaptive-neuro fuzzy inference system for covid-19 prediction.	Sundaravadivel T, Mahalakshmi V.	Materials today. Proceedings	2022	34722166	PMC8542441	10.1016/j.matpr.2021.10.153
Biomedical Image Processing with Containers and Deep Learning: An Automated Analysis Pipeline: Data architecture, artificial intelligence, automated processing, containerization, and clusters orchestration ease the transition from data acquisition to insights in medium-to-large datasets.	González G, Evans CL.	BioEssays : news and reviews in molecular, cellular and developmental biology	2019	31094000	PMC6538271	10.1002/bies.201900004
Comparison of logistic regression and machine learning methods for predicting postoperative delirium in elderly patients: A retrospective study.	Song YX, Yang XD, Luo YG, Ouyang CL, Yu Y, Ma YL, Li H, Lou JS, Liu YH, Chen YQ, Cao JB, Mi WD.	CNS neuroscience & therapeutics	2023	36217732	PMC9804041	10.1111/cns.13991
Multiscale neural dynamics in sleep transition volatility across age scales: a multimodal EEG-EMG-EOG analysis of temazepam effects.	Sirpal P, Sikora WA, Refai HH.	GeroScience	2025	39276251	PMC11872868	10.1007/s11357-024-01342-6
Machine Learning to Predict the Need for Postmastectomy Radiotherapy after Immediate Breast Reconstruction.	Chen YF, Chawla S, Mousa-Doust D, Nichol A, Ng R, Isaac KV.	Plastic and reconstructive surgery. Global open	2024	38322813	PMC10846766	10.1097/gox.0000000000005599
Construction and validation of a machine learning-based nomogram: A tool to predict the risk of getting severe coronavirus disease 2019 (COVID-19).	Yao Z, Zheng X, Zheng Z, Wu K, Zheng J.	Immunity, inflammation and disease	2021	33713584	PMC8127556	10.1002/iid3.421
Waikato Environment for Knowledge Analysis (WEKA) as a Data Analysis Method Identifying Potential Hematological Parameters for Early Diagnosis of Cervical Cancer.	Chiu HM, Lin SE, Chu YW, Chen CJ.	In vivo (Athens, Greece)	2025	40010988	PMC11884440	10.21873/invivo.13909
Predicting Posttraumatic Stress Disorder Among Survivors of Recent Interpersonal Violence.	Morris MC, Sanchez-Sáez F, Bailey B, Hellman N, Williams A, Schumacher JA, Rao U.	Journal of interpersonal violence	2022	33256508	PMC8164639	10.1177/0886260520978195
Deep learning of echocardiography distinguishes between presence and absence of late gadolinium enhancement on cardiac magnetic resonance in patients with hypertrophic cardiomyopathy.	Akita K, Kusunose K, Haga A, Shimomura T, Kosaka Y, Ishiyama K, Hasegawa K, Fifer MA, Maurer MS, Shimada YJ.	Echo research and practice	2024	39396969	PMC11472433	10.1186/s44156-024-00059-8
Pharm-AutoML: An open-source, end-to-end automated machine learning package for clinical outcome prediction.	Liu G, Lu D, Lu J.	CPT: pharmacometrics & systems pharmacology	2021	33793093	PMC8129712	10.1002/psp4.12621
Covid-19 detection in chest X-ray through random forest classifier using a hybridization of deep CNN and DWT optimized features.	Mostafiz R, Uddin MS, Alam NA, Mahfuz Reza M, Rahman MM.	Journal of King Saud University. Computer and information sciences	2022	38620614	PMC7834658	10.1016/j.jksuci.2020.12.010
High-Throughput Prediction of MHC Class I and II Neoantigens with MHCnuggets.	Shao XM, Bhattacharya R, Huang J, Sivakumar IKA, Tokheim C, Zheng L, Hirsch D, Kaminow B, Omdahl A, Bonsack M, Riemer AB, Velculescu VE, Anagnostou V, Pagel KA, Karchin R.	Cancer immunology research	2020	31871119	PMC7056596	10.1158/2326-6066.cir-19-0464
The Effectiveness of Machine Learning in Predicting Lateral Lymph Node Metastasis From Lower Rectal Cancer: A Single Center Development and Validation Study.	Kasai S, Shiomi A, Kagawa H, Hino H, Manabe S, Yamaoka Y, Chen K, Nanishi K, Kinugasa Y.	Annals of gastroenterological surgery	2022	35106419	PMC8786681	10.1002/ags3.12504
Development of a Model for Predicting the Effectiveness of Pulsed Radiofrequency on Zoster-Associated Pain.	Peng Z, Guo J, Zhang Y, Guo X, Huang W, Li Y, Yan Z, Guo N, Ke D, Chen L, Huang J, Feng Z.	Pain and therapy	2022	35094299	PMC8861232	10.1007/s40122-022-00355-3
Ten-Year Multicenter Retrospective Study Utilizing Machine Learning Algorithms to Identify Patients at High Risk of Venous Thromboembolism After Radical Gastrectomy.	Liu Y, Song C, Tian Z, Shen W.	International journal of general medicine	2023	37228741	PMC10202705	10.2147/ijgm.s408770
ECG-based epileptic seizure prediction: Challenges of current data-driven models.	Kalousios S, Müller J, Yang H, Eberlein M, Uckermann O, Schackert G, Polanski WH, Polanski WH, Leonhardt G.	Epilepsia open	2025	39529572	PMC11803288	10.1002/epi4.13073
Predicting community acquired bloodstream infection in infants using full blood count parameters and C-reactive protein; a machine learning study.	Brouwer L, Cunney R, Drew RJ.	European journal of pediatrics	2024	38634890	PMC11192659	10.1007/s00431-024-05441-6
Diagnostic usefulness of deep learning methods for <i>Helicobacter pylori</i> infection using esophagogastroduodenoscopy images.	Kang D, Lee K, Kim J.	JGH open : an open access journal of gastroenterology and hepatology	2023	38162866	PMC10757494	10.1002/jgh3.12995
funbarRF: DNA barcode-based fungal species prediction using multiclass Random Forest supervised learning model.	Meher PK, Sahu TK, Gahoi S, Tomar R, Rao AR.	BMC genetics	2019	30616524	PMC6323839	10.1186/s12863-018-0710-z
Development and validation of a real-time artificial intelligence-assisted system for detecting early gastric cancer: A multicentre retrospective diagnostic study.	Tang D, Wang L, Ling T, Lv Y, Ni M, Zhan Q, Fu Y, Zhuang D, Guo H, Dou X, Zhang W, Xu G, Zou X.	EBioMedicine	2020	33254026	PMC7708824	10.1016/j.ebiom.2020.103146
COV-MobNets: a mobile networks ensemble model for diagnosis of COVID-19 based on chest X-ray images.	Eshraghi MA, Ayatollahi A, Shokouhi SB.	BMC medical imaging	2023	37322450	PMC10273540	10.1186/s12880-023-01039-w
Predicting ambient PM<sub>2.5</sub> concentrations in Ulaanbaatar, Mongolia with machine learning approaches.	Enebish T, Chau K, Jadamba B, Franklin M.	Journal of exposure science & environmental epidemiology	2021	32747729	PMC9871862	10.1038/s41370-020-0257-8
Learning accurate and concise naïve Bayes classifiers from attribute value taxonomies and data.	Zhang J, Kang DK, Silvescu A, Honavar V.	Knowledge and information systems	2006	20351793	PMC2846370	10.1007/s10115-005-0211-z
Validating Machine Learning Models Against the Saline Test Gold Standard for Primary Aldosteronism Diagnosis.	Liu JH, Huang WC, Hu J, Hong N, Rhee Y, Li Q, Chen CM, Chueh JS, Lin YH, Wu VC.	JACC. Asia	2024	39802987	PMC11712017	10.1016/j.jacasi.2024.09.010
Effective treatment of imbalanced datasets in health care using modified SMOTE coupled with stacked deep learning algorithms.	Sowjanya AM, Mrudula O.	Applied nanoscience	2023	35132368	PMC8811587	10.1007/s13204-021-02063-4
Artificial Intelligence in Plasma Cell Myeloma: Neural Networks and Support Vector Machines in the Classification of Plasma Cell Myeloma Data at Diagnosis.	Yenamandra AK, Hughes C, Maris AS.	Journal of pathology informatics	2021	34760332	PMC8529344	10.4103/jpi.jpi_26_21
Qualitative classification of milled rice grains using computer vision and metaheuristic techniques.	Zareiforoush H, Minaei S, Alizadeh MR, Banakar A.	Journal of food science and technology	2016	26787936	PMC4711406	10.1007/s13197-015-1947-4
Introducing a machine learning algorithm for delirium prediction-the Supporting SURgery with GEriatric Co-Management and AI project (SURGE-Ahead).	Benovic S, Ajlani AH, Leinert C, Fotteler M, Wolf D, Steger F, Kestler H, Dallmeier D, Denkinger M, Eschweiler GW, Thomas C, Kocar TD.	Age and ageing	2024	38776213	PMC11110913	10.1093/ageing/afae101
Dynamics of Malaria Incidence in Khyber Pakhtunkhwa, Pakistan: Unveiling Rapid Growth Patterns and Forecasting Future Trends.	Khan MI, Qureshi H, Bae SJ, Shah A, Ahmad N, Ahmad S, Asim M.	Journal of epidemiology and global health	2024	38353917	PMC11043263	10.1007/s44197-024-00189-6
Classification of Ear Imagery Database using Bayesian Optimization based on CNN-LSTM Architecture.	Mohammed KK, Hassanien AE, Afify HM.	Journal of digital imaging	2022	35296939	PMC9485378	10.1007/s10278-022-00617-8
Tracking of Systemic Lupus Erythematosus (SLE) Longitudinally Using Biosensor and Patient-Reported Data: A Report on the Fully Decentralized Mobile Study to Measure and Predict Lupus Disease Activity Using Digital Signals-The OASIS Study.	Jupe ER, Lushington GH, Purushothaman M, Pautasso F, Armstrong G, Sorathia A, Crawley J, Nadipelli VR, Rubin B, Newhardt R, Munroe ME, Adelman B.	Biotech (Basel (Switzerland))	2023	37987479	PMC10660535	10.3390/biotech12040062
Screening of the activity of sixty essential oils against plasmodium early mosquito stages in vitro and machine learning analysis reveals new putative inhibitors of malaria parasites.	Deligianni E, Pizzi E, Kavelaki I, Siden-Kiamos I, Sapienza FU, Fioravanti R, Garzoli S, Pace T, Ponzi M, Ragno R, Currà C.	International journal for parasitology. Drugs and drug resistance	2023	38000094	PMC10709126	10.1016/j.ijpddr.2023.11.002
Consistent quantitative gene product expression: #1. Automated identification of regenerating bone marrow cell populations using support vector machines.	Voigt AP, Eidenschink Brodersen L, Pardo L, Meshinchi S, Loken MR.	Cytometry. Part A : the journal of the International Society for Analytical Cytology	2016	27416291	PMC5132084	10.1002/cyto.a.22905
Machine learning for optimizing daily COVID-19 vaccine dissemination to combat the pandemic.	Oyewola DO, Dada EG, Misra S.	Health and technology	2022	36406186	PMC9646469	10.1007/s12553-022-00712-4
Identifying patterns and predictors of lifestyle modification in electronic health record documentation using statistical and machine learning methods.	Shoenbill K, Song Y, Craven M, Johnson H, Smith M, Mendonca EA.	Preventive medicine	2020	32179026	PMC7314106	10.1016/j.ypmed.2020.106061
ISOMAP and machine learning algorithms for the construction of embedded functional connectivity networks of anatomically separated brain regions from resting state fMRI data of patients with Schizophrenia.	Gallos IK, Gkiatis K, Matsopoulos GK, Siettos C.	AIMS neuroscience	2021	33709030	PMC7940114	10.3934/neuroscience.2021016
Establishment of a predictive model for spontaneous preterm birth in primiparas with grade A1 gestational diabetes mellitus.	Sun T, Zhang Y, Xie C, Teng A, Lin S, Zhang H, Li Y.	Frontiers in global women's health	2025	40115385	PMC11922705	10.3389/fgwh.2025.1496085
Computer-aided detection of COVID-19 from CT scans using an ensemble of CNNs and KSVM classifier.	Abraham B, Nair MS.	Signal, image and video processing	2022	34422120	PMC8365570	10.1007/s11760-021-01991-6
Traditional Chinese medicine diagnostic prediction model for holistic syndrome differentiation based on deep learning.	Chen Z, Zhang D, Liu C, Wang H, Jin X, Yang F, Zhang J.	Integrative medicine research	2024	38298865	PMC10826311	10.1016/j.imr.2023.101019
Residue-level prediction of DNA-binding sites and its application on DNA-binding protein predictions.	Bhardwaj N, Lu H.	FEBS letters	2007	17316627	PMC1993824	10.1016/j.febslet.2007.01.086
Application of machine learning to ultrasound images to differentiate follicular neoplasms of the thyroid gland.	Shin I, Kim YJ, Han K, Lee E, Kim HJ, Shin JH, Moon HJ, Youk JH, Kim KG, Kwak JY.	Ultrasonography (Seoul, Korea)	2020	32299197	PMC7315296	10.14366/usg.19069
The use of an artificial neural network in the evaluation of the extracorporeal shockwave lithotripsy as a treatment of choice for urinary lithiasis.	Tsitsiflis A, Kiouvrekis Y, Chasiotis G, Perifanos G, Gravas S, Stefanidis I, Tzortzis V, Karatzas A.	Asian journal of urology	2022	35509481	PMC9051353	10.1016/j.ajur.2021.09.005
Confounder-adjusted MRI-based predictors of multiple sclerosis disability.	Kim Y, Varosanec M, Kosa P, Bielekova B.	Frontiers in radiology	2022	37492673	PMC10365278	10.3389/fradi.2022.971157
Machine learning to predict rapid progression of carotid atherosclerosis in patients with impaired glucose tolerance.	Hu X, Reaven PD, Saremi A, Liu N, Abbasi MA, Liu H, Migrino RQ, ACT NOW Study Investigators.	EURASIP journal on bioinformatics & systems biology	2016	27642290	PMC5011483	10.1186/s13637-016-0049-6
Rapid detection of carbapenem-resistant Escherichia coli and carbapenem-resistant Klebsiella pneumoniae in positive blood cultures via MALDI-TOF MS and tree-based machine learning models.	Xu X, Wang Z, Lu E, Lin T, Du H, Li Z, Ma J.	BMC microbiology	2025	39856543	PMC11760114	10.1186/s12866-025-03755-5
Significance of plasma p-tau217 in predicting long-term dementia risk in older community residents: Insights from machine learning approaches.	Xiao Z, Zhou X, Zhao Q, Cao Y, Ding D.	Alzheimer's & dementia : the journal of the Alzheimer's Association	2024	39115912	PMC11485078	10.1002/alz.14178
Motion prediction using brain waves based on artificial intelligence deep learning recurrent neural network.	Yoo KS.	Journal of exercise rehabilitation	2023	37662525	PMC10468292	10.12965/jer.2346242.121
Artificial intelligence for prediction of endometrial intraepithelial neoplasia and endometrial cancer risks in pre- and postmenopausal women.	Erdemoglu E, Serel TA, Karacan E, Köksal OK, Turan İ, Öztürk V, Bozkurt KK.	AJOG global reports	2023	36691400	PMC9860482	10.1016/j.xagr.2022.100154
Positive-unlabeled convolutional neural networks for particle picking in cryo-electron micrographs.	Bepler T, Morin A, Rapp M, Brasch J, Shapiro L, Noble AJ, Berger B.	Nature methods	2019	31591578	PMC6858545	10.1038/s41592-019-0575-8
Deep learning for prediction of fractional flow reserve from resting coronary pressure curves.	Zimmermann FM, Mast TP, Johnson NP, Everts I, Hennigan B, Berry C, Johnson DT, De Bruyne B, Fearon WF, Oldroyd K, Pijls NHJ, Tonino PAL, van 't Veer M.	EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology	2021	32863244	PMC9890578	10.4244/eij-d-20-00648
SIMS: A deep-learning label transfer tool for single-cell RNA sequencing analysis.	Gonzalez-Ferrer J, Lehrer J, O'Farrell A, Paten B, Teodorescu M, Haussler D, Jonsson VD, Mostajo-Radji MA.	Cell genomics	2024	38823397	PMC11228957	10.1016/j.xgen.2024.100581
Transcriptome prediction performance across machine learning models and diverse ancestries.	Okoro PC, Schubert R, Guo X, Johnson WC, Rotter JI, Hoeschele I, Liu Y, Im HK, Luke A, Dugas LR, Wheeler HE.	HGG advances	2021	33937878	PMC8087249	10.1016/j.xhgg.2020.100019
Incorporating epistasis interaction of genetic susceptibility single nucleotide polymorphisms in a lung cancer risk prediction model.	Marcus MW, Raji OY, Duffy SW, Young RP, Hopkins RJ, Field JK.	International journal of oncology	2016	27121382	PMC4902078	10.3892/ijo.2016.3499
Enhancing infectious diseases early warning: A deep learning approach for influenza surveillance in China.	Yang L, Yang J, He Y, Zhang M, Han X, Hu X, Li W, Zhang T, Yang W.	Preventive medicine reports	2024	38798906	PMC11127166	10.1016/j.pmedr.2024.102761
A machine learning-based analysis of nationwide cancer comprehensive genomic profiling data across cancer types to identify features associated with recommendation of genome-matched therapy.	Ikushima H, Watanabe K, Shinozaki-Ushiku A, Oda K, Kage H.	ESMO open	2024	39591805	PMC11629217	10.1016/j.esmoop.2024.103998
MULTI-DEEP: A novel CAD system for coronavirus (COVID-19) diagnosis from CT images using multiple convolution neural networks.	Attallah O, Ragab DA, Sharkas M.	PeerJ	2020	33062453	PMC7532764	10.7717/peerj.10086
Group sparse reduced rank regression for neuroimaging genetic study.	Zhu X, Suk HI, Shen D.	World wide web	2019	31607788	PMC6788769	10.1007/s11280-018-0637-3
Limited prognostic value of pain duration in non-specific neck pain patients seeking chiropractic care.	Guillén D, Guekos A, Graf N, Humphreys BK, Peterson C, Schweinhardt P.	European journal of pain (London, England)	2022	35451179	PMC9324235	10.1002/ejp.1954
Ultrasomics in liver cancer: Developing a radiomics model for differentiating intrahepatic cholangiocarcinoma from hepatocellular carcinoma using contrast-enhanced ultrasound.	Su LY, Xu M, Chen YL, Lin MX, Xie XY.	World journal of radiology	2024	39086609	PMC11287434	10.4329/wjr.v16.i7.247
Predicting HLA class II antigen presentation through integrated deep learning.	Chen B, Khodadoust MS, Olsson N, Wagar LE, Fast E, Liu CL, Muftuoglu Y, Sworder BJ, Diehn M, Levy R, Davis MM, Elias JE, Altman RB, Alizadeh AA.	Nature biotechnology	2019	31611695	PMC7075463	10.1038/s41587-019-0280-2
Ensemble-AHTPpred: A Robust Ensemble Machine Learning Model Integrated With a New Composite Feature for Identifying Antihypertensive Peptides.	Lertampaiporn S, Hongsthong A, Wattanapornprom W, Thammarongtham C.	Frontiers in genetics	2022	35571042	PMC9096110	10.3389/fgene.2022.883766
A psychological symptom based machine learning model for clinical evaluation of irritable bowel syndrome.	Haleem N, Lundervold AJ, Lied GA, Hillestad EMR, Bjorkevoll M, Bjørsvik BR, Teige ES, Brønstad I, Steinsvik EK, Nagaraja BH, Hausken T, Berentsen B, Lundervold A.	Open research Europe	2023	37645508	PMC10457559	10.12688/openreseurope.15009.1
Development and validation of an endoscopic images-based deep learning model for detection with nasopharyngeal malignancies.	Li C, Jing B, Ke L, Li B, Xia W, He C, Qian C, Zhao C, Mai H, Chen M, Cao K, Mo H, Guo L, Chen Q, Tang L, Qiu W, Yu Y, Liang H, Huang X, Liu G, Li W, Wang L, Sun R, Zou X, Guo S, Huang P, Luo D, Qiu F, Wu Y, Hua Y, Liu K, Lv S, Miao J, Xiang Y, Sun Y, Guo X, Lv X.	Cancer communications (London, England)	2018	30253801	PMC6156962	10.1186/s40880-018-0325-9
Optimizing breast cancer diagnosis with photoacoustic imaging: An analysis of intratumoral and peritumoral radiomics.	Huang Z, Mo S, Wu H, Kong Y, Luo H, Li G, Zheng J, Tian H, Tang S, Chen Z, Wang Y, Xu J, Zhou L, Dong F.	Photoacoustics	2024	38665366	PMC11044033	10.1016/j.pacs.2024.100606
The Random Forest Model Has the Best Accuracy Among the Four Pressure Ulcer Prediction Models Using Machine Learning Algorithms.	Song J, Gao Y, Yin P, Li Y, Li Y, Zhang J, Su Q, Fu X, Pi H.	Risk management and healthcare policy	2021	33776495	PMC7987326	10.2147/rmhp.s297838
Hybrid deep learning of social media big data for predicting the evolution of COVID-19 transmission.	Chew AWZ, Pan Y, Wang Y, Zhang L.	Knowledge-based systems	2021	34690447	PMC8522122	10.1016/j.knosys.2021.107417
Comparison of the output of a deep learning segmentation model for locoregional breast cancer radiotherapy trained on 2 different datasets.	Bakx N, van der Sangen M, Theuws J, Bluemink H, Hurkmans C.	Technical innovations & patient support in radiation oncology	2023	37213441	PMC10199413	10.1016/j.tipsro.2023.100209
Stop! border ahead: Automatic detection of subthalamic exit during deep brain stimulation surgery.	Valsky D, Marmor-Levin O, Deffains M, Eitan R, Blackwell KT, Bergman H, Israel Z.	Movement disorders : official journal of the Movement Disorder Society	2017	27709666	PMC5478927	10.1002/mds.26806
Testing soft tissue radiodensity parameters interplay with age and self-reported physical activity.	Recenti M, Ricciardi C, Edmunds K, Jacob D, Gambacorta M, Gargiulo P.	European journal of translational myology	2021	34251162	PMC8495362	10.4081/ejtm.2021.9929
Development and implementation of an artificial intelligence-enhanced care model to improve patient safety in hospital wards in Spain.	Huete-Garcia A, Rodriguez-Lopez S.	Acute and critical care	2024	39558593	PMC11617847	10.4266/acc.2024.00759
Improving Methods of Identifying Anaphylaxis for Medical Product Safety Surveillance Using Natural Language Processing and Machine Learning.	Carrell DS, Gruber S, Floyd JS, Bann MA, Cushing-Haugen KL, Johnson RL, Graham V, Cronkite DJ, Hazlehurst BL, Felcher AH, Bejan CA, Kennedy A, Shinde MU, Karami S, Ma Y, Stojanovic D, Zhao Y, Ball R, Nelson JC.	American journal of epidemiology	2023	36331289	PMC9896464	10.1093/aje/kwac182
