File	Key	Old_Value	New_Value	Type
PMC7142336	dataset/splits	Data split 744 (training) and 244 (test) in a random manner. No details in Pos/Neg split but assumed to be equal.  	training: 525 pos / 550 neg; validation: 10-fold CV and jackknife CV; testing: 93 pos / 93 neg	Update
PMC7142336	dataset/done	4	0	Update
PMC7142336	optimization/algorithm	Transfer learning with DL to extract features trained with stochastic gradient descent, SVM (linear kernel) for final classification into benign and malignant.	 SVM, RF, XGBoost for feature ranking	Update
PMC7142336	optimization/config		yes: https://github.com/taigangliu/HMMPred	Update
PMC7142336	optimization/encoding	Five preprocessing steps to prepare mammography images (identification of ROI, image and size normalisation, and data augmentation (flipping and rotations). Image size was  224x224x3 	global features were derived from sequece-based features by averaging over protein length	Update
PMC7142336	optimization/features	Handcrafted (455), clinical (5) and DL-based features (1024-dimensional vector) are used in the final classifier. MRMR is used for feature selection, reducing the number of features to 30 Hcr and 27 DL features, next to the clinical ones.	a range from 420 to 4020 was tested; 2000 in the final model	Update
PMC7142336	optimization/fitting	There are 7x744 datapoints for training, yet this seems still limited given the complexity of the DL network to extract features. Not considering the DL, and only the SVM, things look better as the feature set is reduced to 62 features in total, so f > p.	a range of feature numbers was tested based on CVs; XGBoost feature ranking	Update
PMC7142336	optimization/meta	Yes, for the DL feature extraction the VGG16 image-net trained network was used in combination with the Inception-V3 network into a fusion network.	no	Update
PMC7142336	optimization/parameters	The DL has its weights and layers next to the epoch, learning rate, momentum and weight decay parameters.  All parameters for the fusion network were transferred rom VGG16 and Inception V3 into a DL fusion network.  They added three additional FC layers.	p = f+3 for SVM,  	Update
PMC7142336	optimization/regularization	SVM hyperparameters were tuned with grid-search and 10-fold cross-validation.  Tests were performed in an independent set and verified in an independent validation set.  Yet no stratification seems to be done.	included in SVM (margin maximisation)	Update
PMC7142336	optimization/done	7	0	Update
PMC7142336	optimization/skip	1	0	Update
PMC7142336	model/availability		https://github.com/taigangliu/HMMPred	Update
PMC7142336	model/duration		not provided	Update
PMC7142336	model/interpretability	black box due to DL, but relatively transparent in the final classification step with SVM. The question is how interpretable the DL features are.	Black box	Update
PMC7142336	model/output	Benign or malignant mass.	binary classification 	Update
PMC7142336	model/done	2	0	Update
PMC7142336	model/skip	2	0	Update
PMC7142336	evaluation/availability		no raw evaluation files 	Update
PMC7142336	evaluation/comparison	No comparison made with other approaches.	comparisons with some existing predictors on the same datasets: DNAbinder, DNA-Prot, iDNA-Prot, iDNA-Prot|dis, Kmer1+ACC, iDNAPro-PseAAC, PseDNA-Pro, Local-DPP, HMMBinder  	Update
PMC7142336	evaluation/confidence	yes, Dejong's test	not given	Update
PMC7142336	evaluation/measure	Confusion matrix, calculating AUC, accuracy, sensitivity, precision, and F-score. Statistical significance with Delong's test (P<0.05 was considered significant).	Accuracy, sensitivity, specificity, MCC, AUC	Update
PMC7142336	evaluation/method	test set and independent validations set. Cross-validation when determining the optimal configuration of the SVM.	Cross-validation, independent dataset	Update
PMC7142336	evaluation/done	4	0	Update
PMC7142336	evaluation/skip	1	0	Update
PMC3967921	publication/pmid	None	24675637	New_Key
PMC3967921	publication/pmcid	None	PMC3967921	New_Key
PMC3967921	publication/updated	None	0	New_Key
PMC3967921	publication/authors	Mahony S, Edwards MD, Mazzoni EO, Sherwood RI, Kakumanu A, Morrison CA, Wichterle H, Gifford DK	Mahony S, Edwards MD, Mazzoni EO, Sherwood RI, Kakumanu A, Morrison CA, Wichterle H, Gifford DK.	Update
PMC3967921	publication/journal	PLoS Comput Biol	PLoS computational biology	Update
PMC3967921	publication/year	2014	2014	Update
PMC3967921	publication/done	None	0	New_Key
PMC3967921	publication/skip	None	0	New_Key
PMC3967921	publication/tags	[]	True	Update
PMC3967921	dataset/availability	PSMs at http://noble.gs.washington.edu/proj/intense (also stated that availability is upon request but the URL indeed has links to the data)	No	Update
PMC3967921	dataset/provenance	1208 peptide spectrum matches (PSMs) and 18149 mass spectra for validation	55 mouse ES ChIP-seq and DNaseI-seq experiments from a variety of sources, each with up to 4000 pos and 10000 negs.	Update
PMC3967921	dataset/redundancy		mot checked	Update
PMC3967921	dataset/splits	Positive and negative points for the Bayesian network are mentioned but no further info provided	20 repetitions of random selection of 100 data points for testing	Update
PMC3967921	dataset/done	None	0	New_Key
PMC3967921	dataset/skip	None	0	New_Key
PMC3967921	optimization/algorithm	"""Hybrid dynamic Bayesian network (DBN) / support
vector machine (SVM)"""	SVM	Update
PMC3967921	optimization/config		No	Update
PMC3967921	optimization/encoding	"""Pre-processing: Input data obtained from MS/MS data, an aqueous soluble protein sample from E.coli lysate was reduced, carbamidomethylated and digested with trypsin."""	global features (k-mers)	Update
PMC3967921	optimization/features	"""99-dimensional feature vectors generated by Riptide (Bayesian part)"""	not clear: in one place they mention 55-dimensional vectors, but also 4-mer frequencies (256) and 3 additional features.	Update
PMC3967921	optimization/fitting		None provided	Update
PMC3967921	optimization/meta		No	Update
PMC3967921	optimization/parameters	For the SVM, we use a Gaussian kernel, and hyperparameters C (soft margin penalty) and sigma (low case, width of the Gaussian). Hyperparameters are selected using five-fold nested cross-validation, where the parameter with the largest area under the ROC curve is selected.	p = f	Update
PMC3967921	optimization/regularization		Not mentioned	Update
PMC3967921	optimization/done	None	0	New_Key
PMC3967921	optimization/skip	None	0	New_Key
PMC3967921	model/availability	Upon request (but did not try to get it, there is a link to a tar file with, it says, C++ and Python for the Riptide part, I did not examine the files)	Not available for SVM, but the focus of the study was a non ML-based tool: https://github.com/seqcode/multigps	Update
PMC3967921	model/duration		not given	Update
PMC3967921	model/interpretability		transparent: discriminative motif discovery touched upon	Update
PMC3967921	model/output	Classification	binary classification	Update
PMC3967921	model/done	None	0	New_Key
PMC3967921	model/skip	None	0	New_Key
PMC3967921	evaluation/availability		No	Update
PMC3967921	evaluation/comparison	SEQUEST, Percolator		Update
PMC3967921	evaluation/confidence	"""q value, which is defined as the minimal false discovery rate threshold at which the
 PSM is deemed significant"""	Not explicitly given but 20 replicates are shown in the ROC graphs	Update
PMC3967921	evaluation/measure	Kind of discussed but did not see values	ROC-AUC	Update
PMC3967921	evaluation/method	"""Comparison against SEQUEST (Riptide with the static SVM outperforms SEQUEST by 10.8% at a 1% false discovery rate) and Percolator"""	20 random replicates of train/test splits	Update
PMC3967921	evaluation/done	None	0	New_Key
PMC3967921	evaluation/skip	None	0	New_Key
PMC10940896	publication/pmid	None	38496213	New_Key
PMC10940896	publication/pmcid	None	PMC10940896	New_Key
PMC10940896	publication/updated	None	0	New_Key
PMC10940896	publication/authors	Sami Hamdan, Shammi More, Leonard Sasse, Vera Komeyer, Kaustubh R. Patil, Federico Raimondo	Hamdan S, More S, Sasse L, Komeyer V, Patil KR, Raimondo F, Alzheimer’s Disease Neuroimaging Initiative.	Update
PMC10940896	publication/journal	GigaScience	GigaByte (Hong Kong, China)	Update
PMC10940896	publication/title	Julearn: an easy-to-use library for leakage-free evaluation and inspection of ML models	Julearn: an easy-to-use library for leakage-free evaluation and inspection of ML models.	Update
PMC10940896	publication/year	2024	2024	Update
PMC10940896	publication/done	None	0	New_Key
PMC10940896	publication/skip	None	0	New_Key
PMC10940896	publication/tags	[]	True	Update
PMC10940896	dataset/done	None	4	New_Key
PMC10940896	dataset/skip	None	0	New_Key
PMC10940896	optimization/done	None	8	New_Key
PMC10940896	optimization/skip	None	0	New_Key
PMC10940896	model/done	None	3	New_Key
PMC10940896	model/skip	None	1	New_Key
PMC10940896	evaluation/done	None	5	New_Key
PMC10940896	evaluation/skip	None	0	New_Key
PMC7333383	publication/pmid	32620137	32620137	Update
PMC7333383	publication/pmcid	None	PMC7333383	New_Key
PMC7333383	publication/updated	04/18/2022 16:44:10	0	Update
PMC7333383	publication/authors	Ji Z, Zhou W, Hou W, Ji H	Ji Z, Zhou W, Hou W, Ji H.	Update
PMC7333383	publication/journal	Genome Biol	Genome biology	Update
PMC7333383	publication/year	2020	2020	Update
PMC7333383	publication/tags	[]	True	Update
PMC7333383	dataset/availability	Yes, https://github.com/ gkanfer/AI-PS/tree/master/facs	Not explicitly stated	Update
PMC7333383	dataset/provenance	Parking and GFP-TFEB images generated in the same study	Provenance stated via references	Update
PMC7333383	dataset/redundancy		Not applicable (it is a cluster approach)	Update
PMC7333383	dataset/splits	Training 80%, validation 15%, 5% Independent test data. N_pos and N_neg unknown for training data. For independent data: N_pos=5401, N_neg=4948.	Not applicable (it is a cluster approach)	Update
PMC7333383	dataset/done	3	0	Update
PMC7333383	dataset/skip	1	0	Update
PMC7333383	optimization/algorithm	SVM and Convolutional Neural Network (ImageNet architecture)	Statistical analysis and clustering (K-means)	Update
PMC7333383	optimization/config	Some hyperparameters specified in the main text	Not explicitly stated	Update
PMC7333383	optimization/encoding	150x150 pixel images (CNN). Image descrptors for SVM	Trimming and segmentation over sequences	Update
PMC7333383	optimization/features	f=3 (pixel intensities) for CNN. f=3 for SVM (descriptors selected after PCA-based feature selection)	Not applicable	Update
PMC7333383	optimization/fitting	Early stopping used to prevent overfitting (CNN)	Not applicable	Update
PMC7333383	optimization/meta	No	Not applicable	Update
PMC7333383	optimization/parameters		Clusters number treated as a tuning parameter. Cross-validation approach to choose optimal K (looks like it was 5000 clusters)	Update
PMC7333383	optimization/regularization	No	Not applicable	Update
PMC7333383	optimization/done	5	0	Update
PMC7333383	optimization/skip	3	0	Update
PMC7333383	model/availability	Yes https://github.com/gkanfer/AI-PS	https://github.com/zji90/SCATE and release used at https://doi.org/10.5281/zenodo.3711558	Update
PMC7333383	model/duration		1-2 days. running SCATE to reconstruct regulome approximately takes 5 minutes per cell cluster on a computer with 10 computing cores (2.5 GHz CPU/core) and a total of 20GB RAM.	Update
PMC7333383	model/interpretability	Black box	Not explicitly stated	Update
PMC7333383	model/output	Binary classification	Clustering	Update
PMC7333383	model/done	3	0	Update
PMC7333383	model/skip	1	0	Update
PMC7333383	evaluation/availability		Not explicitly stated	Update
PMC7333383	evaluation/comparison	No	Across benchmarking datasets	Update
PMC7333383	evaluation/confidence	No confidence reported	p and q values	Update
PMC7333383	evaluation/measure	Accuracy, AUPRC	Variance	Update
PMC7333383	evaluation/method	Independent testing	Benchmarking over 3 datasets with scATAC-seq data	Update
PMC7333383	evaluation/done	3	0	Update
PMC7333383	evaluation/skip	2	0	Update
PMC6982787	publication/pmid	31877719	31877719	Update
PMC6982787	publication/pmcid	None	PMC6982787	New_Key
PMC6982787	publication/updated	None	0	New_Key
PMC6982787	publication/authors	Floriane Montanari, Lara Kuhnke, Antonius Ter Laak, Djork-Arné Clevert	Montanari F, Kuhnke L, Ter Laak A, Clevert DA.	Update
PMC6982787	publication/journal	Molecules	Molecules (Basel, Switzerland)	Update
PMC6982787	publication/title	"Modeling Physico-Chemical ADMET Endpoints with Multitask Graph Convolutional Networks
"	Modeling Physico-Chemical ADMET Endpoints with Multitask Graph Convolutional Networks.	Update
PMC6982787	publication/year	2019	2019	Update
PMC6982787	publication/done	None	0	New_Key
PMC6982787	publication/skip	None	0	New_Key
PMC6982787	publication/tags	[]	True	Update
PMC6394031	publication/pmid	30819107	30819107	Update
PMC6394031	publication/pmcid	None	PMC6394031	New_Key
PMC6394031	publication/updated	03/23/2022 10:25:57	0	Update
PMC6394031	publication/authors	Vinogradova S, Saksena SD, Ward HN, Vigneau S, Gimelbrant AA	Vinogradova S, Saksena SD, Ward HN, Vigneau S, Gimelbrant AA.	Update
PMC6394031	publication/journal	BMC Bioinformatics	BMC bioinformatics	Update
PMC6394031	publication/year	2019	2019	Update
PMC6394031	publication/tags	[]	True	Update
PMC6394031	dataset/availability	Yes, Data are available from the Clinical Research Committee of KOBIO under the Korean College of Rheumatology for researchers who meet the criteria for access to confidential data	yes	Update
PMC6394031	dataset/provenance	This study used data from the KOBIO registry, which is a nationwide multicenter cohort in Korea that was established to evaluate the effectiveness and side effects of biologic therapies in patients with RA [13]. Patients in the registry were recruited from 38 hospitals since 2012, and their demographics, medications, comorbidities, extra-articular manifestations, disease activities, radiographic findings, and laboratory findings performed within 4 weeks prior to the patient’s visit were recorded with the date. The data from patients who were followed up annually were recorded on the KOBIO website (http://www.kobio.or.kr/kobio/), and these patients provided informed consent prior to registration. Ethical approval of the KOBIO-RA was obtained from the institutional review boards of all 38 participating institutions, including the Institutional Review Board of Inje University Seoul Paik Hospital (PAIK 2018-11-005).	https://doi.org/10.7554/eLife.01256.001, https://doi.org/10.1534/g3.115.018853	Update
PMC6394031	dataset/redundancy		In order to avoid excessive numbers of false positive calls due to this imbalance, we trained the models to optimize the metric Kappa rather than accuracy, as Kappa accounts for imbalanced number of genes belonging to each class in training data	Update
PMC6394031	dataset/splits	 the training and test sets were divided in a 7:3 ratio, and the models were trained with the training set	253 MAE genes and 1127 BAE genes	Update
PMC6394031	dataset/done	3	0	Update
PMC6394031	dataset/skip	1	0	Update
PMC6394031	optimization/algorithm	the models included lasso and ridge based on linear relationships [14], support vector machine using kernel methods [15], tree-based random forest [16], and Xgboost	various	Update
PMC6394031	optimization/config	yes, SI	no	Update
PMC6394031	optimization/encoding	Dimension reduction was performed to avoid the “curse of dimensionality” caused by a large number of variables compared with the size of the data. 	processing of signals and the resulting values are converted to quantile rank.	Update
PMC6394031	optimization/features	Among the 64 variables, we selected variables that are frequently encountered in clinical practice for prescription of biologics and excluded variables that are not referenced when prescribing biologics. As a result, 15 variables known to be of clinical importance were preselected (i.e., sex, age, baseline DAS28-ESR, methotrexate dose, steroid dose, erythrocyte sedimentation rate [ESR], C-reactive protein [CRP], rheumatoid factor [RF], anti-cyclic citrullinated peptide antibody [ACPA], anti-nuclear antibody [Anot reported], and five comorbidities). Subsequently, 20 variables that were highly correlated with the drug response (remission) of each bDMARD were selected. After selecting variables based on data, we created a prediction model by training with a fixed set of 35 variables. Missing data for variables (Additional file: Table S3) were replaced with the median value for each variable. With a similar logic, binary variables such as comorbidities were coded as 1 if “yes” and 0 if “no” or “no test” because “no” was the most common value.	defaults classification labels lists or can be provided by the user	Update
PMC6394031	optimization/fitting	To avoid overfitting problems, the training and test sets were divided in a 7:3 ratio, and the models were trained with the training set; then, the prediction results were verified using the test set. For the training dataset, a 5-fold cross validation was performed to tune the hyperparameters determined as outside models (Additional file: Table S1 and Table S2). In this procedure, a grid search was conducted to evaluate all possible combinations of the hyperparameters. The grid search found optimal hyperparameters with the objective function of determining the area under the receiver operating characteristics (AUROC) in each model. Bootstrapping (random sampling with replacement) was also performed to obtain a median value for the AUROC curve and to determine the accuracy for reducing measurement variances caused by small samples when dividing between the training and test sets.	no	Update
PMC6394031	optimization/meta	no	authors recommend to choose the model with the highest F1-score	Update
PMC6394031	optimization/parameters	a grid search was conducted to evaluate all possible combinations of the hyperparameters. The grid search found optimal hyperparameters with the objective function of determining the area under the receiver operating characteristics (AUROC) in each model	not clearly  stated	Update
PMC6394031	optimization/done	8	0	Update
PMC6394031	model/availability		https://github.com/gimelbrantlab/magic	Update
PMC6394031	model/duration		not mentioned	Update
PMC6394031	model/interpretability	transparent	various methods to directly determine class of genes	Update
PMC6394031	model/output	classification	classification 	Update
PMC6394031	model/done	2	0	Update
PMC6394031	model/skip	2	0	Update
PMC6394031	evaluation/availability	No	no	Update
PMC6394031	evaluation/comparison	The no information rate, which is the largest proportion of the observed classes, was used as a baseline to determine the overall distribution of the classification and to compare with those of the machine learning models	not mentioned	Update
PMC6394031	evaluation/confidence		qualitative description of the advantages of the presented pipeline	Update
PMC6394031	evaluation/measure	Bootstrapping (random sampling with replacement) was also performed to obtain a median value for the AUROC curve and to determine the accuracy for reducing measurement variances caused by small samples when dividing between the training and test sets.	 precision and recall	Update
PMC6394031	evaluation/method	CV	Cross-validation and independent dataset	Update
PMC6394031	evaluation/done	3	0	Update
PMC6394031	evaluation/skip	2	0	Update
