PMCID	Field	Value_A_Human	Value_B_Copilot	Rank	Comment	Timestamp
PMC11659980	dataset/provenance	The data is all curated from the NCBI RefSeq database. There are 173,666, 99,945, 28,081 data points for the three GO categories, MF, BP, and CC, repectively (three sub-tasks). The minimum positive points of each label is set to 50. Because we formulate the plasmid protein function prediction as a multi-class, multi-label classification on 377 labels (172 MF labels + 174 BP labels + 31 CC labels), we can't show all the detailed number of positive/negative points for the 377 binary classifications here. However, you can check more detailed information from the Supplementary Figure S3 in the manuscript. Because we manually curated the dataset based on the RefSeq database, the protein sequences and their GO annotations are very reliable.	"The primary dataset utilized in this work is the publicly available NCBI RefSeq plasmid database. This database is chosen for its rigorous quality assurance checks, which ensure high-quality protein databases and mitigate incorrect Gene Ontology (GO) annotations. The RefSeq database also provides genomic context information, such as the order in which proteins are encoded in the plasmid, a crucial feature for our tool that is not available in other protein-only databases like Swiss-Prot.

We initially downloaded all available plasmids from the NCBI RefSeq plasmid database, along with their corresponding protein sequences translated from coding sequences (CDSs), excluding pseudogenes. These plasmids can be stored in a dictionary format where the keys are plasmids and the values are lists of proteins arranged in the order they are encoded in the respective plasmids. The focus of this work is on proteins in regular plasmids, so we only kept plasmids with lengths between 1K and 350K to ensure each plasmid has at least one encoded protein and no megaplasmids are included.

The dataset is split into training, validation, and test sets. For each GO category, 10% of the most recently released proteins with GO annotations are allocated as the test set. The remaining 90% of annotated proteins are further divided into training and validation sets based on their sequence similarity to the test set. This splitting strategy ensures that the test set significantly differs from the training set in terms of protein sequences, posing significant challenges for both our tool and other deep learning methods.

The curated dataset includes specific information about the number of sentences, deduplicated proteins, and annotated proteins for each GO category. For example, the Molecular Function (MF) category has 173,666 sentences, 99,806 deduplicated proteins, and a training set size of 56,491 sentences. The Biological Process (BP) category has 89,835 sentences, 678,197 deduplicated proteins, and a training set size of 99,945 sentences. The Cellular Component (CC) category has 28,081 sentences, 21,228 deduplicated proteins, and a training set size of 4,045 sentences.

This dataset has been used in previous studies and by the community for GO term prediction tasks, demonstrating its meaningfulness and reliability despite the long-standing issue of incompleteness in the GO annotation domain. As GO annotations continue to expand over time, the problem of incompleteness is expected to gradually improve. Therefore, using the RefSeq database allows our model to better capture the distinctive features of plasmid-encoded proteins with reduced noise and misinterpretation."	B_Better	Pos/neg need applciable not applicacle. COpilot too long and not strtcured with too many figures . COmmunity use issue if not true and stated.	2026-01-29T18:11:34.071518
PMC11659980	dataset/splits	There are three sub-tasks for our tool, namely the GO term classifications on the MF, BP, and CC categories, respectively. The detailed training/validation/test ratios for the three sub-tasks are 99,806/56,491/17,369, 60,143/29,768/10,034, and 21,228/4,045/2,808. You might find that the splitting ratio is not fixed, because we curated this dataset by simulating the novel protein function prediction scenario. Specifically, for each GO category, we allocated 10% of the most recently released proteins with GO annotations as the test set. Additionally, we ensure that the novel test set significantly differs from the training set in terms of protein sequences. Therefore, among the remaining 90% annotated proteins, those lacking significant alignments (E-value>1e-3) to the test set were assigned to the training set, while others were assigned to the validation set. This splitting strategy poses significant challenges for both PlasGO. Because of the large number of the binary classifications (377), we can't plot all the distributions. However, the data type distributions are roughly consistent for the training, validation, and test sets.	"For our experiments, we employed a rigorous data splitting strategy to ensure robust evaluation of the PlasGO model. We allocated 10% of the most recently released proteins with Gene Ontology (GO) annotations as the test set. This test set was designed to significantly differ from the training set in terms of protein sequences. Among the remaining 90% of annotated proteins, those lacking significant alignments (E-value > 1e-3) to the test set were assigned to the training set, while others were assigned to the validation set.

This splitting strategy was applied to three GO categories: Molecular Function (MF), Biological Process (BP), and Cellular Component (CC). The specific details of the dataset, including the number of sentences (plasmid sentences composed of multiple proteins) and the number of deduplicated proteins, are provided in Table 1.

For the MF category, the dataset consists of 173,666 sentences, with 99,806 deduplicated proteins. The training set includes 56,491 sentences, the validation set includes 17,369 sentences, and the test set includes 17,369 sentences.

For the BP category, the dataset consists of 89,835 sentences, with 678,197 deduplicated proteins. The training set includes 99,945 sentences, the validation set includes 60,143 sentences, and the test set includes 29,768 sentences.

For the CC category, the dataset consists of 28,081 sentences, with 21,228 deduplicated proteins. The training set includes 4,045 sentences, the validation set includes 2,808 sentences, and the test set includes 2,808 sentences.

Additionally, we conducted experiments using a plasmid-based data splitting strategy, including four groups of leave-one-genus-out benchmarking experiments and a 5-fold cross-validation. In the leave-one-genus-out experiments, the dataset was split such that proteins from one genus were excluded from the training set and used as the test set. This process was repeated for four different genera. In the 5-fold cross-validation, all complete plasmids were randomly divided into five equal partitions, with each partition assigned to a fold. Within each fold, the annotated proteins from the designated partition comprised the test set, while the remaining annotated proteins constituted the training and validation sets. This ensured that there was no significant alignment between the training and test sets, providing a reliable evaluation of the model's capacity for generalization to novel proteins."	Tie_Low		2026-01-29T18:12:52.485465
PMC11659980	dataset/redundancy	As described above, the generated test set can serve as a novel protein set compared to the training set. Specficially, the minimum normalized edit distances between the training set and the test set for most of the labels are larger than 0.7 (as shown in Supplementary Figure S4 in the manuscript).	"The datasets were split using a protein-based strategy to simulate real-world scenarios where plasmid sequence data is available, but many encoded proteins lack annotations. For each Gene Ontology (GO) category, 10% of the most recently released proteins with GO annotations were allocated to the test set. This ensures that the test set is novel and significantly differs from the training set in terms of protein sequences.

To enforce independence between the training and test sets, we ensured that there were no significant alignments (E-value > 1e-3) between them. Among the remaining 90% of annotated proteins, those lacking significant alignments to the test set were assigned to the training set, while others were assigned to the validation set. This splitting strategy poses significant challenges for both PlasGO and other deep learning methods.

The distribution of the datasets compares favorably to previously published machine learning datasets in terms of ensuring novelty and independence between training and test sets. This approach helps in evaluating the generalization capability of the models to novel proteins. Additionally, plasmids containing more than 56 proteins were divided into multiple segments with an overlap of 14 proteins to ensure comprehensive coverage during training and prediction.

The curated dataset was utilized for retraining all benchmarked tools, and a comprehensive overview of its specific details can be found in the supplementary materials. Furthermore, experiments conducted using a plasmid-based data splitting strategy, including leave-one-genus-out benchmarking experiments and 5-fold cross-validation, are detailed in the supplementary sections. These experiments demonstrate the robustness and generalizability of the PlasGO model across different GO categories."	Tie_Low	redundancy	2026-01-29T18:13:05.833159
PMC11659980	dataset/availability	You can access to the curated RefSeq dataset with the link http://zenodo.org/records/14005015 (dataset.tar.gz), which is licensed under the CC0 license.	"The primary dataset utilized in our study is the publicly available NCBI RefSeq plasmid database. This dataset is freely accessible and complies with the terms and conditions set forth by NCBI for public use. The data included in this database are not associated with personal information or sensitive data, ensuring that there are no direct ethical considerations in our work.

The curated dataset, which includes the data splits used for training, validation, and testing, is also publicly available. This dataset is designed to simulate real scenarios where plasmid sequence data are available, but a majority of the encoded proteins lack annotations. For each Gene Ontology (GO) category, 10% of the most recently released proteins with GO annotations were allocated as the test set. The remaining 90% of annotated proteins were split into training and validation sets, ensuring that the novel test set significantly differs from the training set in terms of protein sequences.

To enforce the data splitting strategy, we ensured that there were no significant alignments (E-value > 1e-3) between the training and test sets. This was achieved by assigning proteins lacking significant alignments to the test set to the training set, while others were assigned to the validation set. This splitting strategy poses significant challenges for both PlasGO and other deep learning methods.

The PlasGO tool, along with the related data and code used in our experiments, is freely available on GitHub and Zenodo. As the article was submitted to GigaScience, an open-access journal, the tool is intended for broad, unrestricted use. This ensures that the dataset and the methods used are accessible to the scientific community, promoting transparency and reproducibility in our research."	A_Better	redundancy and link url not extracted	2026-01-29T18:14:08.292183
PMC11659980	optimization/algorithm	We employed deep learning in our tool. PlasGO consists of three sub-modules, a pre-trained protein language model, a global BERT model, and a classifier module incorporating a self-attention confidence weighting mechanism. The core part of PlasGO is the BERT model to learn the global context within plasmid sentences. We used the BERT model because we formuated plasmids as a language defined on the protein token set, and BERT is one of the state-of-the-art language models.	"The machine-learning algorithm class used in our work is deep learning, specifically leveraging transformer-based models. We employed a BERT-like architecture for PlasGO, which is designed to handle protein sequences and predict Gene Ontology (GO) terms. This approach is not entirely new, as BERT and its variants have been widely used in natural language processing and, more recently, in bioinformatics for protein analysis. However, our implementation is tailored for plasmid-encoded proteins, which sets it apart from general-purpose models.

The reason this algorithm was not published in a machine-learning journal is that our primary focus is on the biological application and the specific challenges posed by plasmid-encoded proteins. The innovation lies in the adaptation and specialization of existing deep learning techniques for this particular domain, rather than the development of a entirely new algorithm. Our work contributes to the field of bioinformatics by demonstrating the effectiveness of transformer models in predicting GO terms for plasmid-encoded proteins, a task that has unique complexities due to the nature of plasmids.

We also compared our model with other state-of-the-art tools, including gLM, ESM-2, and CodonBERT, among others. For a fair comparison, we optimized these tools using the same curated RefSeq dataset. This involved retraining some models and creating custom databases or classifiers for others. The optimization process was necessary because the default models of these tools were not specifically trained on plasmid-encoded proteins and lacked some of the labels we were interested in predicting. For instance, the default PFresGO model could only predict a subset of our label set, and its performance was significantly improved after retraining on our dataset. This optimization ensured that the benchmarking results were consistent and reflective of each tool's potential when applied to plasmid-encoded proteins."	A_Better	verbosity issues and strutctreal issues for multi model components by copilot. need DNN/etc class help	2026-01-29T18:15:14.973642
PMC11659980	optimization/meta	No. There is no data from other ML algorithms as input to PlasGO.	"The model does not operate as a traditional meta-predictor that combines outputs from multiple machine-learning algorithms. Instead, it leverages embeddings from pre-trained language models to enhance its predictions. Specifically, the model utilizes embeddings from the ESM-2 family, particularly the esm2_t36_3B_UR50D model, which has 36 Transformer layers and 3 billion parameters. This choice was made to maintain consistency with the ProtT5 model employed for PlasGO.

The training data splitting strategy ensures that there is no significant alignment between the training and test sets. This approach avoids the use of sequence alignment tools like Diamond, as the focus is on the model's ability to generalize from the training data to novel proteins. The dataset is curated to include a diverse range of plasmid-encoded proteins, with specific attention to ensuring that the test set contains proteins that are significantly different from those in the training set. This strategy poses challenges for both PlasGO and other deep learning methods, as it requires the model to learn from a varied and independent dataset.

For the benchmarking process, several state-of-the-art tools were optimized for GO term prediction using the same curated RefSeq dataset. This included retraining models for the first four tools, utilizing learned embeddings for ESM-2 and CodonBERT, and creating a custom database for TM-Vec. The optimization process was necessary because some labels in the default models did not exist, and the proteins used to train these models spanned various organisms with less emphasis on plasmids. As a result, the retrained models showed significant improvements in performance metrics such as Fmax and AUPR.

The model training involved dividing plasmids into sentences composed of multiple proteins, with an overlap to ensure continuity. This approach was used to convert plasmids into a format suitable for training and prediction. The training process included techniques such as dropout, model simplification, regularization, early stopping, and cross-validation to prevent overfitting. The learning rate was gradually increased using a warm-up strategy, and the model was trained for 10 epochs using an NVIDIA GeForce RTX 3090 Blower 24G graphics card.

In summary, while the model does not function as a meta-predictor in the traditional sense, it integrates embeddings from pre-trained language models to enhance its predictive capabilities. The training data is carefully curated to ensure independence between the training and test sets, and various optimization techniques are employed to improve performance and generalization."	Tie_High	length issues copilot too verbose	2026-01-29T18:15:29.623761
PMC11659980	optimization/encoding	We employed the powerful foundation protein languange model, ProtTrans, to encode our input protein sequences. It can generate biologically meaningful embedding for each plasmid-encoded protein. Then, the raw input embeddings can greatly improve the performance of GO term prediction through transfer learning. 	"For the data encoding and preprocessing, we began by selecting the RefSeq dataset due to its rigorous quality assurance checks, which ensure high-quality protein databases with minimal incorrect GO annotations. This dataset also provides genomic context information, such as the order of proteins encoded in plasmids, which is crucial for our model.

We downloaded all available plasmids from the NCBI RefSeq plasmid database, along with their corresponding protein sequences translated from CDSs, excluding pseudogenes. These plasmids were stored in a dictionary format, where each key represents a plasmid and the value is a list of proteins arranged in the order they are encoded in the respective plasmids. We focused on regular plasmids, keeping only those with lengths between 1K and 350K to ensure each plasmid had at least one encoded protein and to exclude megaplasmids.

To prepare the data for training, we restricted the maximum protein length to 1 Kbp. This limit is computationally efficient for the Transformer architecture used in our model and is a common practice followed by many state-of-the-art protein-related methods. However, during the prediction phase or when utilizing our tool, no length restrictions are imposed.

For each GO category, we allocated 10% of the most recently released proteins with GO annotations as the test set. We ensured that the novel test set significantly differed from the training set in terms of protein sequences. Among the remaining 90% of annotated proteins, those lacking significant alignments (E-value > 1e-3) to the test set were assigned to the training set, while others were assigned to the validation set. This splitting strategy posed significant challenges for both our model and other deep learning methods.

Plasmids containing more than 56 proteins were divided into multiple segments with an overlap of 14 proteins (1/4 of the maximum length). This approach allowed us to convert plasmids into sentences for our model's training and prediction. The curated dataset was utilized for retraining all benchmarked tools, ensuring a fair and consistent comparison of algorithms."	A_Better	EMbedding indfo and prottrans not reflected by copilot - maojr omission and verbose irrelavant.	2026-01-29T18:16:39.328469
PMC11659980	optimization/parameters	The parameter number is 13340504 for MF model, 13698908 for BP model, and 6891070 for CC model. Actually, the three models are all simple BERT models with hidden_size = 512, head_num = 8. Besides, we used 4 Transformer layers for MF and BP, and 2 Transformer layers for CC, considering the relatively smaller dataset size and label size for CC.	"In our study, the number of parameters used in the model varies depending on the protein language model (PLM) employed. The core module of PlasGO is structured as a lightweight BERT model with a fixed hidden size of 512 and a varying number of Transformer layers. Specifically, we used 4 Transformer encoder layers for the Molecular Function (MF) and Biological Process (BP) categories, and 2 layers for the Cellular Component (CC) category. This decision was based on the relatively smaller dataset and label size for the CC category.

For the PLMs, we tested several models with different parameter counts. The standard model used was ProtT5 with approximately 3 billion parameters. Additionally, we evaluated more lightweight ESM models with 150 million, 35 million, and 8 million parameters to assess the model's performance across a spectrum of PLMs with varying parameter counts. This flexibility allows users to choose a PLM that aligns with their computational capabilities, ensuring that PlasGO can be effectively utilized even with limited resources."	B_Better	some issues - human annotator states info not clear in eithe rmansucrupt while copilot at least uses info from the suppl file Correctness to match vs model disclosure earlier on ended if mutli models as not clear the realtons and model commentayr rleevance	2026-01-29T18:21:07.378093
PMC11659980	optimization/features	"As described in V.3, the only input is the plasmid protein amino acid (AA) sequences. Then, ProtTrans is employed to generate the raw embeddings for each protein (preprocessing). By capturing the
semantic meaning of individual AA tokens and their contextual relationships within the protein sequence, ProtTrans will generate per-protein embeddings (1024 dimensions) as the input to the subsequent BERT module."	"The input features for the PlasGO model are derived from protein sequences, which are converted into sentences for training and prediction. These sentences are composed of multiple proteins, with plasmids containing more than 56 proteins being divided into multiple segments with an overlap of 14 proteins. The specific details of the curated dataset, including the number of sentences and proteins, are outlined in a dedicated table.

Feature selection was implicitly performed through the dataset curation process. The training set was carefully constructed to ensure that it did not contain proteins with significant alignments to the test set, thereby focusing on unique and novel protein sequences. This approach helps in preventing data leakage and ensures that the model generalizes well to unseen data.

The feature selection process was conducted using only the training set, adhering to best practices in machine learning to avoid bias and ensure the robustness of the model's performance. This strategy poses significant challenges for both PlasGO and other deep learning methods, as it requires the model to learn from a diverse set of protein sequences without relying on similar sequences in the test set."	Tie_High		2026-01-29T18:21:48.704295
PMC11659980	optimization/fitting	We have 89,835 plasmid sentences in total for training the simplified global BERT model with token classification task. As shown above, the simplest BERT model (CC) have hyperparameter of hidden_size=512, head_num=8, and layer_num=2. The corpus size (89,835) is sufficient to fit the BERT module. In addition, there are several overfitting strategies in the PlasGO models, which will be listed in V.7.	"The PlasGO model was designed with careful consideration of both overfitting and underfitting. To address the potential issue of overfitting, several strategies were employed. Dropout layers were applied at various stages of the model, including after token embedding layers, multi-head self-attention layers, feed-forward networks within Transformer encoders, and contextualized embeddings learned by the BERT module. This helped to prevent the model from becoming too reliant on specific patterns in the training data.

Model simplification was another key strategy. For instance, the number of Transformer encoder layers was adjusted based on the size of the dataset for each Gene Ontology (GO) category. Four layers were used for Molecular Function (MF) and Biological Process (BP) categories, while only two layers were used for the Cellular Component (CC) category, which had a smaller dataset. This approach ensured that the model complexity was appropriate for the amount of available data, reducing the risk of overfitting.

Regularization techniques, such as rank regularization (RR) loss, were integrated into the total loss function. This method aimed to enhance the model's ability to differentiate between low-confidence and high-confidence predictions, further mitigating overfitting. Additionally, early stopping was implemented to halt the training process if the model's performance on the validation set began to deteriorate.

To address underfitting, a warm-up strategy was used, where the learning rate was gradually increased from a small value to 1e-4 over the initial 5% of the total training steps. This approach helped the model to converge more effectively. Furthermore, a 5-fold cross-validation benchmark experiment was conducted to ensure that the model generalized well to unseen data.

The training process involved converting plasmids into sentences, with plasmids containing more than 56 proteins being divided into multiple segments with an overlap of 14 proteins. This method ensured that the model could handle varying lengths of plasmid-encoded proteins effectively. The final step in the training process involved fine-tuning the model with high-confidence pseudo-labeling, inspired by the iterative alignment tool PSI-BLAST. This strategy dynamically learned the optimal confidence cutoff for improved prediction accuracy.

In summary, the PlasGO model was trained with a batch size of 32 and a learning rate of 1e-4. Dropout rates of 0.2 for CC and 0.1 for MF and BP were applied to prevent overfitting. The model's performance was evaluated using protein-centric Fmax and term-centric area under the precision-recall curve (AUPR) metrics, ensuring a comprehensive assessment of its predictive accuracy."	A_Better	Dangerous statements of assurance for the fitting methods by copilot, not to oversell. A lot of verbose text and hard to parse.	2026-01-29T18:23:05.328934
PMC11659980	optimization/regularization	Yes. 1) Dropout layers adopted on both the classifier FC layer and also the attention blocks in the BERT model. 2) Validation set is employed to prevent overfitting. 3) Layer Normalization is employed for each Transformer block and also the token embedding layer. 4) A rank regularization method is utilized in the classifier module to promote the ability of the model to distinguish low-confidence and high-confidence predictions. For more details, please check the Supplementary Section S1.  	"In our study, several techniques were employed to prevent overfitting in the PlasGO model. One of the key methods used was dropout, which was applied after various layers including token embedding layers, multi-head self-attention layers, feed-forward networks within the Transformer encoders, and contextualized embeddings learned by the BERT module. This technique helps to reduce overfitting by randomly setting a fraction of input units to zero at each update during training time, which prevents units from co-adapting too much.

Another technique involved model simplification. While BERT was utilized to capture plasmid modular patterns, we opted for hyperparameters aligned with the size of the GO term dataset. For instance, we employed fewer Transformer encoder layers for the Cellular Component (CC) category due to the relatively smaller dataset and label size for this category.

Additionally, a rank regularization (RR) loss was integrated into the total loss function. This regularization method aimed to enhance the model’s capacity to differentiate between low-confidence and high-confidence predictions. It discourages the assignment of high confidence scores to all predictions, thereby preventing overfitting.

Early stopping was also implemented, where the training process would halt if the performance on the validation set began to deteriorate. This ensures that the model does not continue to learn noise from the training data.

Furthermore, a 5-fold cross-validation benchmark experiment was carried out. This approach helps in providing a more reliable evaluation of the model’s capacity for generalization to novel proteins."	Tie_High		2026-01-29T18:23:56.060584
PMC11659980	optimization/config	Yes, you can check PlasGO's default models (models.tar.gz) via the Zenodo repository [14005015] at http://zenodo.org/records/14005015, which is licensed under the CC0 license.	"The hyper-parameter configurations and optimization schedules used for the PlasGO model are detailed within the publication. Specifically, the model was trained with a batch size of 32 and a learning rate of 1e-4. A warm-up strategy was employed, allocating 5% of the total training steps to gradually increase the learning rate from a small value to 1e-4. The learning rate was then linearly decayed to enhance generalization and expedite convergence. Different dropout rates were applied based on the GO category: 0.2 for the Cellular Component (CC) category and 0.1 for Molecular Function (MF) and Biological Process (BP) categories. The training process involved 10 epochs, with approximate durations of 65 minutes for MF, 59 minutes for BP, and 51 minutes for CC when using an NVIDIA GeForce RTX 3090 Blower 24G graphics card.

The model files and optimization parameters are not explicitly mentioned as being available for download. However, the training codes are provided, allowing users to train their custom models using protein language models (PLMs) that align with their computational capabilities. This includes the option to use more lightweight ESM models for users with limited GPU memory. The publication also mentions the use of a knowledge distillation-based protein embedding method, such as MTDP, which can significantly reduce resource demands while maintaining comparable performance.

For users without a GPU, the option to annotate plasmids by running protein alignment against a compiled database is available. This database includes a comprehensive pre-annotation of plasmid-encoded proteins using PlasGO. The iterative fine-tuning strategy with high-confidence pseudo-labeling is also described, providing a method for further refining the model's performance.

In summary, while the hyper-parameter configurations and optimization schedules are reported, the specific model files and optimization parameters are not explicitly made available for download. However, the provided training codes and methods allow for custom training and optimization."	A_Better	Copilot misses URL & too verbose - succint needed and answer the Q	2026-01-29T18:24:47.765293
PMC11659980	model/interpretability	The model is interpretable. We mainly interpreted the global BERT module of PlasGO by comparing the raw embeddings generated from the ProtTrans model and the contextualized embeddings from the global BERT module. You can check the results from Figure 7 in the manuscript. The results showed thats suggests that PlasGO effectively captures the latent features associated with plasmid-specific functions.	"The PlasGO model is designed with a focus on interpretability, aiming to provide insights into its decision-making process. It is not a black-box model; instead, it incorporates several transparent components that allow for a clearer understanding of how predictions are made.

One of the key aspects of PlasGO's interpretability is its use of a foundation protein language model (PLM) to generate biologically meaningful embeddings for each plasmid-encoded protein. These embeddings capture the semantic meaning of individual amino acids and their contextual relationships within the protein sequence. By using a global average pooling operation, the model condenses these embeddings into a single per-protein embedding, which serves as the raw input for subsequent modules.

The model's architecture includes a BERT module, which utilizes a fully connected (FC) layer to transform the original embeddings learned by the PLM into protein embeddings. Multiple Transformer encoders are employed to capture the global context between these protein embeddings. This process allows the model to understand the relationships between different proteins encoded in the plasmid, providing a more comprehensive view of the plasmid's genetic structure.

Additionally, the classifier in PlasGO generates a GO term probability vector along with a confidence score vector for each protein. This dual-output mechanism ensures that only high-confidence predictions are retained, enhancing the accuracy of the GO term annotations. The confidence scores provide a measure of the model's certainty in its predictions, making it easier to interpret and trust the results.

Furthermore, the self-attention mechanism within the BERT module helps in identifying which parts of the input sequence are most influential in making a prediction. This attention weighting can be visualized to understand which proteins or amino acids are contributing most to the final output, adding another layer of interpretability.

In summary, PlasGO's design incorporates several transparent components, including the use of PLMs for embedding generation, Transformer encoders for contextual understanding, and a confidence weighting mechanism for reliable predictions. These features make PlasGO a model that is not only powerful in its predictions but also interpretable in its decision-making process."	Tie_Low	neither sufficent - BERT and PLMs not the most interpretable, some yes if done with methods but unclear how they assessed this and can assure interpretability. Verbose and not helpful text from copilot.	2026-01-29T18:25:58.406629
PMC11659980	model/output	Classification.	"The model is designed for multilabel classification. Specifically, it focuses on predicting Gene Ontology (GO) terms for proteins. The output of the model consists of high-confidence predicted GO terms for each protein. These predictions are generated by a classifier module that employs a self-attention confidence weighting mechanism. This mechanism helps in assigning confidence scores to each prediction, allowing the model to reject uncertain predictions and retain only those with high confidence.

The classifier module uses two branches: one for learning logits and another for learning confidence scores. The logits undergo attention-weighting based on the learned confidence scores, ensuring that the final predictions are reliable. The model outputs both the confidence score vector and the final predicted probability vector, which are used to determine the high-confidence GO term predictions in nominal format.

The model's architecture is tailored for multilabel classification, where each protein can be associated with multiple GO terms. This approach enhances the accuracy and reliability of the predictions by leveraging contextual information at the plasmid level. The use of a self-attention mechanism ensures that the model can handle the complexities involved in capturing functional factors such as protein domains or amino acids, providing robust and accurate predictions."	B_Better	Good but too long by copilot and not direct	2026-01-29T18:26:22.797636
PMC11659980	model/duration	The running speed of PlasGO is very fast. For the 365 plasmid proteins in the example data, it only took 1m48s for the GO term prediction on one NVIDIA GeForce RTX 2080 Ti. 	The execution time for the PlasGO model varies depending on the phase and the specific protein language model (PLM) used. During the training phase, the time required ranges from approximately 23 minutes to 23 hours, depending on the PLM. For instance, using ProtT5 with 3 billion parameters takes around 23 hours, while the ESM-2 model with 8 million parameters requires about 23 minutes. The prediction phase is significantly faster, taking only a few seconds per run, regardless of the PLM employed. This efficiency is attributed to the lightweight design of PlasGO's core module, which features a fixed hidden size of 512 and a limited number of Transformer layers. Additionally, the preprocessing step, which involves extracting per-protein embeddings, can be more resource-intensive when using larger PLMs. However, users can opt for lighter models or knowledge distillation methods to reduce computational demands. For those without GPU access, plasmid annotation can still be performed by running protein alignment against a pre-compiled database.	B_Better	Human states different GPU used vs methods Nvidia 30xx series vs 20xx series in the annotation.  COpilot verbose but extracts sime info from tables in suppl. Just need more dircet and clear and state what ran on.	2026-01-29T18:28:21.744000
PMC11659980	model/availability	Yes. You can refer to the GitHub repository https://github.com/Orin-beep/PlasGO for most recent updates. Licensed under the MIT license.	The PlasGO tool, along with the related data and code used in our experiments, is freely available on GitHub and Zenodo. This availability aligns with our commitment to open science initiatives, ensuring that the tool can be broadly and unrestrictedly used by the scientific community. The source code is released under a permissive license, allowing users to modify and distribute the software as needed. Additionally, the tool is designed to be user-friendly, making it accessible even to those without extensive computational expertise. For users without a GPU, the tool provides an alternative method to annotate plasmids by running protein alignment against a compiled database, which includes comprehensive pre-annotation of plasmid-encoded proteins using PlasGO. This ensures that the tool can be utilized in various computational environments, further promoting its accessibility and usability.	A_Better	no url and issue with extracting lciense info - search in the code avaialbiltiy sections to help. Notes where availanle but must get URL eg from citation amrker to helo it find it.	2026-01-29T18:29:08.265203
PMC11659980	evaluation/method	We conducted a series of rigorous experiments to evaluate the performance of PlasGO. All of them can be checked in the manuscript's Results part. Specifically, they include 1) the performance on the novel RefSeq test set, 2) two ablation studies for validating PlasGO’s design rationale, 3) visualization of the PlasGO embeddings for interpreting the BERT module, 4) identification of elusive GO term labels to improve the precision of PlasGO, 5) labels of different frequencies and confidence scores which show the performance stability on different labels and the effectiveness of the learned confidence scores, 6) application: automatic GO prediction for unannotated plasmid-encoded proteins in RefSeq, which pre-annotates high-confidence GO terms for all available plasmid proteins (678,197), 7) case study: annotations for two well-studied conjugative plasmids associated with AMR.	"The evaluation of PlasGO involved several rigorous methods to ensure its performance and generalizability. We employed a leave-one-genus-out strategy, where proteins from specific genera were excluded from the training set and used as test sets. This approach assessed PlasGO's ability to predict functions for proteins from genera not represented in the training data. The performance was measured using Fmax and AUPR metrics across three Gene Ontology (GO) categories: Molecular Function (MF), Biological Process (BP), and Cellular Component (CC).

Additionally, we conducted a 5-fold cross-validation with a plasmid-based data splitting strategy. This involved randomly dividing all complete plasmids into five equal partitions, with each partition serving as the test set in one fold. The remaining partitions constituted the training and validation sets. This method ensured no significant alignment between the training and test sets, providing a reliable evaluation of PlasGO's capacity for generalization to novel proteins.

For the novel protein benchmark experiments, we allocated 10% of the most recently released proteins with GO annotations as the test set, ensuring significant differences in protein sequences from the training set. The remaining 90% of annotated proteins were split into training and validation sets based on sequence alignment criteria.

The performance metrics used were Fmax, which measures the accuracy of assigning GO terms to a protein, and AUPR, which evaluates the accuracy of predicting which proteins are associated with a given GO term. These metrics were averaged across the different experiment groups to provide a comprehensive assessment of PlasGO's performance.

Overall, the evaluation methods demonstrated PlasGO's superior performance in predicting GO-based functions of plasmid-encoded proteins, even when dealing with novel genera or proteins not seen during training."	B_Better		2026-01-29T18:29:38.687577
PMC11659980	evaluation/measure	"We used the two commonly used metrics in the CAFA challenge, namely the protein-centric Fmax and the term-centric AUPR. For more details of the two metrics, please refer to the ""Experimental setup"" section in the manuscript."	"In the evaluation of PlasGO, we employed two commonly used metrics in the CAFA challenge to assess the performance of our tool. These metrics are the protein-centric Fmax and the term-centric area under the precision–recall curve (AUPR).

Fmax measures the accuracy of assigning Gene Ontology (GO) terms to a protein. It provides a single score that balances precision and recall, giving an overall measure of a tool's performance in correctly predicting GO terms for proteins.

AUPR, on the other hand, evaluates the accuracy of predicting which proteins are associated with a given GO term. It is particularly useful for handling imbalanced datasets, where some GO terms may be rare. By using AUPR, we can ensure a more comprehensive assessment of the tools' performance, especially for low-frequency GO terms.

The use of both Fmax and AUPR metrics is representative of the current literature in the field. These metrics are widely accepted and used in the community for evaluating the performance of GO term prediction tools. They provide a balanced view of a tool's performance, considering both the overall accuracy and the handling of rare GO terms.

In our experiments, we calculated Fmax for each protein and AUPR for each GO term separately. We then averaged these individual metrics to obtain an overall performance evaluation. This approach ensures that our assessment is thorough and considers the performance across all proteins and GO terms.

In summary, the reported metrics are representative of the literature and provide a comprehensive evaluation of PlasGO's performance in predicting GO terms for plasmid-encoded proteins."	B_Better		2026-01-29T18:29:56.491211
