title	authors	journal	year	pmid	pmcid	doi
Artificial intelligence to predict AKI: is it a breakthrough?	Kellum JA, Bihorac A.	Nature reviews. Nephrology	2019	31506607	PMC6800602	10.1038/s41581-019-0203-y
The NIH Toolbox Pattern Comparison Processing Speed Test: Normative Data.	Carlozzi NE, Beaumont JL, Tulsky DS, Gershon RC.	Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists	2015	26025230	PMC4542749	10.1093/arclin/acv031
Engineering Native Biological Complexity from the Inside-out and Outside-in.	DeForest CA, Kirkpatrick BE, Anseth KS.	Nature chemical engineering	2024	39015819	PMC11250688	10.1038/s44286-023-00013-1
Predicted Influences of Artificial Intelligence on Nursing Education: Scoping Review.	Buchanan C, Howitt ML, Wilson R, Booth RG, Risling T, Bamford M.	JMIR nursing	2021	34345794	PMC8328269	10.2196/23933
Chiropractic faculty experiences of burnout and the COVID-19 pandemic.	Ward KL, Pham M, Wong R, Francis B, Smith M.	The Journal of chiropractic education	2024	38180120	PMC11097226	10.7899/jce-22-30
Discovery of Novel Protein-Coding and Long Non-coding Transcripts in Distinct Regions of the Human Brain.	Santucci K, Cheng Y, Xu SM, Gao Y, Lindner G, Takenaka K, Janitz M.	Journal of molecular neuroscience : MN	2025	40048072	PMC11885362	10.1007/s12031-025-02316-9
Addressing India's alcohol misuse crisis: The urgent need for screening and brief intervention to bridge the healthcare gap.	Ghosh A.	Indian journal of psychiatry	2024	39668882	PMC11633244	10.4103/indianjpsychiatry.indianjpsychiatry_785_24
Using bioinformatic and phylogenetic approaches to classify transposable elements and understand their complex evolutionary histories.	Arkhipova IR.	Mobile DNA	2017	29225705	PMC5718144	10.1186/s13100-017-0103-2
Practice Makes Perfect: MSW Students Reflect on Skill-Based Teaching Methods in Clinical Social Work Education.	Magill M, Mastroleo NR, Kuerbis A, Sacco P, Thombs-Cain GE, Wagner EF, Velasquez MM.	Journal of social work education	2023	38155868	PMC10752623	10.1080/10437797.2022.2103605
Clinical Utility of Body Surface Potential Mapping in CRT Patients.	Sedova K, Repin K, Donin G, Dam PV, Kautzner J.	Arrhythmia & electrophysiology review	2021	34401184	PMC8335851	10.15420/aer.2021.14
Risk scores for prediction of paroxysmal atrial fibrillation after acute ischemic stroke or transient ischemic attack: A systematic review and meta-analysis.	Kazemian S, Zarei D, Bozorgi A, Nazarian S, Issaiy M, Tavolinejad H, Tabatabaei-Malazy O, Ashraf H.	International journal of cardiology. Cardiovascular risk and prevention	2024	38496328	PMC10940799	10.1016/j.ijcrp.2024.200249
Despicable role of epithelial-mesenchymal transition in breast cancer metastasis: Exhibiting <i>de novo</i> restorative regimens.	Famta P, Shah S, Dey B, Kumar KC, Bagasariya D, Vambhurkar G, Pandey G, Sharma A, Srinivasarao DA, Kumar R, Guru SK, Raghuvanshi RS, Srivastava S.	Cancer pathogenesis and therapy	2025	39872366	PMC11764040	10.1016/j.cpt.2024.01.001
Cervical Health in Systemic Lupus Erythematosus.	Dhar JP, Walline H, Mor G, Fathallah L, Szpunar S, Saravolatz L, Carey T.	Women's health reports (New Rochelle, N.Y.)	2023	37476603	PMC10354720	10.1089/whr.2023.0023
Microfluidic chip as a promising evaluation method in assisted reproduction: A systematic review.	Wu T, Wu Y, Yan J, Zhang J, Wang S, Wang S.	Bioengineering & translational medicine	2024	38435817	PMC10905557	10.1002/btm2.10625
Local production of medical technologies and its effect on access in low and middle income countries: a systematic review of the literature.	Kaplan WA, Ritz LS, Vitello M.	Southern med review	2011	23093883	PMC3471180	10.5655/smr.v4i2.1002
A cost-effectiveness analysis of self-debriefing versus instructor debriefing for simulated crises in perioperative medicine in Canada.	Isaranuwatchai W, Alam F, Hoch J, Boet S.	Journal of educational evaluation for health professions	2017	28028288	PMC5286203	10.3352/jeehp.2016.13.44
Steroid hormones in fish, caution for present and future: A review.	Islam P, Hossain MI, Khatun P, Masud RI, Tasnim S, Anjum M, Islam MZ, Nibir SS, Rafiq K, Islam MA.	Toxicology reports	2024	39323426	PMC11422134	10.1016/j.toxrep.2024.101733
Moving beyond Cronbach's Alpha and Inter-Rater Reliability: A Primer on Generalizability Theory for Pharmacy Education.	Peeters MJ.	Innovations in pharmacy	2021	34007684	PMC8102977	10.24926/iip.v12i1.2131
COVID-19 … What are drugs and strategies now?	Bellini V, Cortegiani A, Vetrugno L, Potì F, Saturno F, Craca M, Bignami E.	Acta bio-medica : Atenei Parmensis	2021	33988142	PMC8182577	10.23750/abm.v92i2.11165
Observing and Modeling Developing Knowledge and Uncertainty during Cross-situational Word Learning.	Kachergis G, Yu C.	IEEE transactions on cognitive and developmental systems	2018	33209986	PMC7671578	10.1109/tcds.2017.2735540
The integration of transabdominal ultrasound simulators into an ultrasound curriculum.	Orr KE, Hamilton SC, Clarke R, Adi MY, Gutteridge C, Suresh P, Freeman SJ.	Ultrasound (Leeds, England)	2019	30774695	PMC6362540	10.1177/1742271x18762251
Value Utilization of Emergency Medical Services Air Transport in Acute Ischemic Stroke.	Adcock AK, Minardi J, Findley S, Daniels D, Large M, Power M.	The Journal of emergency medicine	2020	33011044	PMC8006070	10.1016/j.jemermed.2020.08.005
Phenotyping to Facilitate Accrual for a Cardiovascular Intervention.	Wagholikar KB, Fischer CM, Goodson AP, Herrick CD, Maclean TE, Smith KV, Fera L, Gaziano TA, Dunning JR, Bosque-Hamilton J, Matta L, Toscano E, Richter B, Ainsworth L, Oates MF, Aronson S, MacRae CA, Scirica BM, Desai AS, Murphy SN.	Journal of clinical medicine research	2019	31143314	PMC6522233	10.14740/jocmr3830
Shaping Cell Fate: Influence of Topographical Substratum Properties on Embryonic Stem Cells.	Kumari S, Vermeulen S, van der Veer B, Carlier A, de Boer J, Subramanyam D.	Tissue engineering. Part B, Reviews	2018	29455619	PMC7116060	10.1089/ten.teb.2017.0468
Assessment of Vecuronium Quality Using Near-Infrared Spectrometry.	Isaacs JT, Almeter PJ, Hunter AN, Lyman TA, Zapata SP, Henderson BS, Larkin SA, Long LM, Bossle MN, Bhaktawara SA, Warren MF, Lozier AM, Melson JD, Fraley SR, Relucio EHL, Felix MA, Reynolds JW, Naseman RW, Platt TL, Lodder RA.	Contact in context	2023	38187821	PMC10768930	10.6084/m9.figshare.24846285
Topology driven modeling: the IS metaphor.	Merelli E, Pettini M, Rasetti M.	Natural computing	2015	26300712	PMC4541713	10.1007/s11047-014-9436-7
Can artificial intelligence help identify elder abuse and neglect?	Rosen T, Zhang Y, Bao Y, Clark S, Elman A, Wen K, Jeng P, Lachs MS.	Journal of elder abuse & neglect	2020	31713474	PMC7069787	10.1080/08946566.2019.1682099
Big Data for Nutrition Research in Pediatric Oncology: Current State and Framework for Advancement.	Phillips CA, Pollock BH.	Journal of the National Cancer Institute. Monographs	2019	31532530	PMC7967834	10.1093/jncimonographs/lgz019
The Inter-Life project: researching the potential of art, design and virtual worlds as a vehicle for assisting young people with key life changes and transitions.	Lally V, Sclater M.	British journal of guidance & counselling	2013	24009408	PMC3756627	10.1080/03069885.2013.773582
Tiny giants of gene regulation: experimental strategies for microRNA functional studies.	Steinkraus BR, Toegel M, Fulga TA.	Wiley interdisciplinary reviews. Developmental biology	2016	26950183	PMC4949569	10.1002/wdev.223
Making texture descriptors invariant to blur.	Gadermayr M, Uhl A.	EURASIP journal on image and video processing	2016	27069467	PMC4805711	10.1186/s13640-016-0116-7
Assessing the Certainty of Locations Produced by an Address Geocoding System.	Davis CA, Fonseca FT.	GeoInformatica	2007	32214874	PMC7087595	10.1007/s10707-006-0015-7
Comprehending Conceptual Anaphors.	Gernsbacher MA.	Language and cognitive processes	1991	25425749	PMC4241273	10.1080/01690969108406939
Social learning in large online audiences of health professionals: Improving dialogue with automated tools.	Margolis A, López-Arredondo A, García S, Rubido N, Caminada C, González D, Tansini L.	MedEdPublish (2016)	2019	38089304	PMC10712608	10.15694/mep.2019.000055.2
Recruitment and retention of the participants in clinical trials: Challenges and solutions.	Chaudhari N, Ravi R, Gogtay NJ, Thatte UM.	Perspectives in clinical research	2020	32670830	PMC7342338	10.4103/picr.picr_206_19
Narrative medicine in medical diagnosis.	Pino Andrade R.	Colombia medica (Cali, Colombia)	2020	32943803	PMC7467114	10.25100/cm.v51i1.4339
Do parent-reported early indicators predict later developmental language disorder? A Raine Study investigation.	Calder SD, Boyes M, Brennan-Jones CG, Whitehouse AJO, Robinson M, Hill E.	International journal of language & communication disorders	2024	37743609	PMC10952803	10.1111/1460-6984.12950
Mechanical QT and JT intervals by M-mode echocardiography: An extrapolation from the concurrent electrocardiographic tracings.	Rad EM, Ilali HM, Majnoon MT, Zeinaloo A.	Annals of pediatric cardiology	2022	36935820	PMC10015387	10.4103/apc.apc_169_21
Perioperative capacity and contextual challenges in teaching hospitals of southern Ethiopia: explanatory sequential mixed-methods research.	Mulugeta H, Zemedkun A, Mergia G, Abate SM, Gebremariam M, Jemal B, Nenko G, Gebremichael G, Besha A, Aregu MB.	Perioperative medicine (London, England)	2024	38909267	PMC11193207	10.1186/s13741-024-00423-6
Difference in Eye Gaze for Floor Apportionment in Native- and Second-Language Conversations.	Ijuin K, Umata I, Kato T, Yamamoto S.	Journal of nonverbal behavior	2018	29497223	PMC5816126	10.1007/s10919-017-0262-3
A hybrid model for daily air quality index prediction and its performance in the face of impact effect of COVID-19 lockdown.	Li Y, Li R.	Process safety and environmental protection : transactions of the Institution of Chemical Engineers, Part B	2023	37350802	PMC10264166	10.1016/j.psep.2023.06.021
A systems biology approach to discovering pathway signaling dysregulation in metastasis.	Clarke R, Kraikivski P, Jones BC, Sevigny CM, Sengupta S, Wang Y.	Cancer metastasis reviews	2020	32776157	PMC7487029	10.1007/s10555-020-09921-7
Evidence Base Update on the Assessment of Irritability, Anger, and Aggression in Youth.	Evans SC, Karlovich AR, Khurana S, Edelman A, Buza B, Riddle W, López Sosa D.	Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53	2024	38275270	PMC11042996	10.1080/15374416.2023.2292041
Global Phosphoproteomic Analysis of Human Skeletal Muscle Reveals a Network of Exercise-Regulated Kinases and AMPK Substrates.	Hoffman NJ, Parker BL, Chaudhuri R, Fisher-Wellman KH, Kleinert M, Humphrey SJ, Yang P, Holliday M, Trefely S, Fazakerley DJ, Stöckli J, Burchfield JG, Jensen TE, Jothi R, Kiens B, Wojtaszewski JF, Richter EA, James DE.	Cell metabolism	2015	26437602	PMC4635038	10.1016/j.cmet.2015.09.001
COVID-19-related health anxieties and impact of specific interventions in patients with inflammatory bowel disease in the UK.	Mir N, Cheesbrough J, Troth T, Hussain N, Hopkins LJ, Shi J, Sarker N, Smith E, Courtney F, Flaherty J, Hill R, Jebb S, Kakosa V, Calderwood J, Sharma N, McCulloch A, Quraishi MN.	Frontline gastroenterology	2021	33903816	PMC7488739	10.1136/flgastro-2020-101633
From aviation to medicine: applying concepts of aviation safety to risk management in ambulatory care.	Wilf-Miron R, Lewenhoff I, Benyamini Z, Aviram A.	Quality & safety in health care	2003	12571343	PMC1743670	10.1136/qhc.12.1.35
How is who: evidence as clues for action in participatory sustainability science and public health research.	Caniglia G, Russo F.	History and philosophy of the life sciences	2024	38193992	PMC10776828	10.1007/s40656-023-00603-5
Ask the experts: current obstacles and future developments in cell culture.	Ben-Yosef O, Burns JS, Colacino JA, Kota DJ, Péault B.	Regenerative medicine	2019	30887896	PMC7333579	10.2217/rme-2019-0029
Summarizing Simulation Results using Causally-relevant States.	Parikh N, Marathe M, Swarup S.	Multi-agent-based simulation ... : International Workshop, MABS ... : revised and invited papers. International Symposium on Military Applications of Blast Simulation	2016	28042620	PMC5198779	10.1007/978-3-319-46840-2_6
How often are patients recording their healthcare consultations in Australia and why? An online survey.	Prictor M, Elwyn G, Hyatt A.	PEC innovation	2024	39639869	PMC11617237	10.1016/j.pecinn.2024.100355
T2* placental MRI in pregnancies complicated with fetal congenital heart disease.	Steinweg JK, Hui GTY, Pietsch M, Ho A, van Poppel MP, Lloyd D, Colford K, Simpson JM, Razavi R, Pushparajah K, Rutherford M, Hutter J.	Placenta	2021	33798991	PMC7611398	10.1016/j.placenta.2021.02.015
Policy Support and Resources Mobilization for the National Schistosomiasis Control Programme in The People's Republic of China.	Zhu H, Yap P, Utzinger J, Jia TW, Li SZ, Huang XB, Cai SX.	Advances in parasitology	2016	27137452	PMC7103126	10.1016/bs.apar.2016.03.002
Rational Risk-Benefit Decision-Making in the Setting of Military Mefloquine Policy.	Nevin RL.	Journal of parasitology research	2015	26579231	PMC4633683	10.1155/2015/260106
Model-based multifactor dimensionality reduction for detecting epistasis in case-control data in the presence of noise.	Cattaert T, Calle ML, Dudek SM, Mahachie John JM, Van Lishout F, Urrea V, Ritchie MD, Van Steen K.	Annals of human genetics	2011	21158747	PMC3059142	10.1111/j.1469-1809.2010.00604.x
Mandatory Neuroendovascular Evolution: Meeting the New Demands.	El-Ghanem M, Gomez FE, Koul P, Nuoman R, Santarelli JG, Amuluru K, Gandhi CD, Cohen ER, Meyers P, Al-Mufti F.	Interventional neurology	2020	32231697	PMC7098306	10.1159/000495075
Establishment of an Academic Tissue Microarray Platform as a Tool for Soft Tissue Sarcoma Research.	Lee CJ, Wozniak A, Van Cann T, Timmermans I, Wellens J, Vanleeuw U, Briaire-de Bruijn IH, Britschgi C, Bovée JVMG, Zlobec I, Sciot R, Schöffski P.	Sarcoma	2021	34413700	PMC8369337	10.1155/2021/6675260
ST Analysis of the Fetal ECG, as an Adjunct to Fetal Heart Rate Monitoring in Labour: A Review.	Kazmi T, Radfer F, Khan S.	Oman medical journal	2011	22253962	PMC3251207	10.5001/omj.2011.118
An <i>in silico</i> approach to identify early damage biomarker candidates in metachromatic leukodystrophy.	Gómez J, Artigas L, Valls R, Gervas-Arruga J.	Molecular genetics and metabolism reports	2023	37275681	PMC10233284	10.1016/j.ymgmr.2023.100974
Application of infrared thermography in computer aided diagnosis.	Faust O, Rajendra Acharya U, Ng EYK, Hong TJ, Yu W.	Infrared physics & technology	2014	32288546	PMC7108233	10.1016/j.infrared.2014.06.001
Moving Into a New Era for Echocardiography Education With Simulation and Workshop-Based Training.	Dreyfus J, Donal E, Pezel T.	JACC. Case reports	2020	34317277	PMC8311600	10.1016/j.jaccas.2019.12.023
Applications of interpretability in deep learning models for ophthalmology.	Hanif AM, Beqiri S, Keane PA, Campbell JP.	Current opinion in ophthalmology	2021	34231530	PMC8373813	10.1097/icu.0000000000000780
Active Iterative Social Inference in Multi-Trial Signaling Games.	Achimova A, Scontras G, Eisemann E, Butz MV.	Open mind : discoveries in cognitive science	2023	37416076	PMC10320816	10.1162/opmi_a_00074
The use of artificial intelligence in treating chronic back pain.	Do K, Kawana E, Vachirakorntong B, Do J, Seibel R.	The Korean journal of pain	2023	37752668	PMC10551394	10.3344/kjp.23239
Education, reading, and familial tendency as risk factors for myopia in Hong Kong fishermen.	Wong L, Coggon D, Cruddas M, Hwang CH.	Journal of epidemiology and community health	1993	8436895	PMC1059711	10.1136/jech.47.1.50
The value of magnetic resonance enterography in diagnostic difficulties associated with Crohn's disease.	Biernacka KB, Barańska D, Matera K, Podgórski M, Czkwianianc E, Szabelska-Zakrzewska K, Dziembowska I, Grzelak P.	Polish journal of radiology	2021	33828624	PMC8018268	10.5114/pjr.2021.104581
mHealth Assessment and Intervention of Depression and Anxiety in Older Adults.	Grossman JT, Frumkin MR, Rodebaugh TL, Lenze EJ.	Harvard review of psychiatry	2020	32310834	PMC7260139	10.1097/hrp.0000000000000255
Let the two sides of the same coin meet-Environmental health and safety-oriented development of functional nanomaterials for environmental remediations.	Wu S, Peng J, Lee SLJ, Niu X, Jiang Y, Lin S.	Eco-Environment & Health	2024	39605967	PMC11599990	10.1016/j.eehl.2024.06.001
An Intraoperative Ultrasound Evaluation of Axillary Lymph Nodes: Cassandra Predictive Models in Patients with Breast Cancer-A Multicentric Study.	Parisi S, Lucido FS, Mongardini FM, Ruggiero R, Fisone F, Tolone S, Santoriello A, Iovino F, Parmeggiani D, Vagni D, Cerbara L, Docimo L, Gambardella C.	Medicina (Kaunas, Lithuania)	2024	39596991	PMC11596888	10.3390/medicina60111806
Functional analysis of transcription factors in Arabidopsis.	Mitsuda N, Ohme-Takagi M.	Plant & cell physiology	2009	19478073	PMC2709548	10.1093/pcp/pcp075
Protein-ligand (un)binding kinetics as a new paradigm for drug discovery at the crossroad between experiments and modelling.	Bernetti M, Cavalli A, Mollica L, Mollica L.	MedChemComm	2017	30108770	PMC6072069	10.1039/c6md00581k
The lipid biology of sepsis.	Amunugama K, Pike DP, Ford DA.	Journal of lipid research	2021	34087197	PMC8243525	10.1016/j.jlr.2021.100090
Analytical and clinical validation of pairwise microRNA expression analysis to identify medullary thyroid cancer in thyroid fine-needle aspiration samples.	Ciarletto AM, Narick C, Malchoff CD, Massoll NA, Labourier E, Haugh K, Mireskandari A, Finkelstein SD, Kumar G.	Cancer cytopathology	2021	33017868	PMC7984450	10.1002/cncy.22365
Meeting Report: BioSharing at ISMB 2010.	Field D, Sansone S, Delong EF, Sterk P, Friedberg I, Gaudet P, Lewis S, Kottmann R, Hirschman L, Garrity G, Cochrane G, Wooley J, Meyer F, Hunter S, White O, Bramlett B, Gregurick S, Lapp H, Orchard S, Rocca-Serra P, Ruttenberg A, Shah N, Taylor C, Thessen A.	Standards in genomic sciences	2010	21304729	PMC3035313	10.4056/sigs/1403501
Genomic variant-identification methods may alter &lt;i&gt;Mycobacterium tuberculosis&lt;/i&gt; transmission inferences.	Walter KS, Colijn C, Cohen T, Mathema B, Liu Q, Bowers J, Engelthaler DM, Narechania A, Lemmer D, Croda J, Andrews JR.	Microbial genomics	2020	32735210	PMC7641424	10.1099/mgen.0.000418
A Semantic Parsing Pipeline for Context-Dependent Question Answering over Temporally Structured Data.	Chen C, Bunescu R, Marling C.	Natural language engineering	2023	37456861	PMC10348695	10.1017/s1351324921000292
Humor creation during efforts to find humorous cognitive reappraisals of threatening situations.	Papousek I, Rominger C, Weiss EM, Perchtold CM, Fink A, Feyaerts K.	Current psychology (New Brunswick, N.J.)	2023	37554948	PMC10404570	10.1007/s12144-019-00296-9
Recent advances in the role of neuroregulation in skin wound healing.	Al Mamun A, Shao C, Geng P, Wang S, Xiao J.	Burns & trauma	2025	39872039	PMC11770601	10.1093/burnst/tkae072
CONTENTS OF VOLUME 12, 2019.		Annals of vascular diseases	2019	31942225	PMC6957889	10.3400/avd.cv.19-01000
Automatic morphological classification of galaxy images.	Shamir L.	Monthly notices of the Royal Astronomical Society	2009	20161594	PMC2808694	10.1111/j.1365-2966.2009.15366.x
<i>Locustamigratoria</i> (L.) (Orthoptera) in a warming world: unravelling the ecological consequences of climate change using GIS.	Hosni EM, Al-Khalaf AA, Nasser MG, ElShahed SM, Alashaal SA.	Biodiversity data journal	2024	38481856	PMC10933582	10.3897/bdj.12.e115845
The potential transformation of our species by neural enhancement.	Zehr EP.	Journal of motor behavior	2015	25575224	PMC4299867	10.1080/00222895.2014.916652
The Effectiveness of mHealth and eHealth Tools in Improving Provider Knowledge, Confidence, and Behaviors Related to Cancer Detection, Treatment, and Survivorship Care: a Systematic Review.	Soloe C, Burrus O, Subramanian S.	Journal of cancer education : the official journal of the American Association for Cancer Education	2021	33598832	PMC7889413	10.1007/s13187-021-01961-z
Toward an Etiology of Spaceflight Neuroplastic Syndrome: Evolutionary Science Leads to New Hypotheses and Program Priorities.	Rappaport MB, Corbally CJ.	NeuroSci	2023	39484176	PMC11523727	10.3390/neurosci4040021
Quality Analysis of Online Resources for Patients Undergoing Coronary Artery Bypass Grafting.	Roa-Vidal N, Treffalls JA, Brennan Z, Sharaf OM, Rhoades B, Barron LK.	Annals of thoracic surgery short reports	2024	39790435	PMC11708284	10.1016/j.atssr.2023.12.021
Past, present, and future of Emergency General Surgery in the USA.	Lyu HG, Najjar P, Havens JM.	Acute medicine & surgery	2018	29657721	PMC5891107	10.1002/ams2.327
A quantitative analysis of voiding cystourethrogram features confirms the association between high-grade vesicoureteral reflux with male sex, younger age, and hydronephrosis.	Khondker A, Kwong JCC, Yadav P, Chan JYH, Singh A, Erdman L, Keefe DT, Rickard M, Lorenzo AJ.	Canadian Urological Association journal = Journal de l'Association des urologues du Canada	2023	37581544	PMC10426409	10.5489/cuaj.8460
Harmonizing technological advances in phenomics and genomics for enhanced salt tolerance in rice from a practical perspective.	Jaiswal S, Gautam RK, Singh RK, Krishnamurthy SL, Ali S, Sakthivel K, Iquebal MA, Rai A, Kumar D.	Rice (New York, N.Y.)	2019	31802312	PMC6892996	10.1186/s12284-019-0347-1
Application of Cell Painting for chemical hazard evaluation in support of screening-level chemical assessments.	Nyffeler J, Willis C, Harris FR, Foster MJ, Chambers B, Culbreth M, Brockway RE, Davidson-Fritz S, Dawson D, Shah I, Friedman KP, Chang D, Everett LJ, Wambaugh JF, Patlewicz G, Harrill JA.	Toxicology and applied pharmacology	2023	37044265	PMC11917499	10.1016/j.taap.2023.116513
Hearing, sharing and applying: a qualitative study of the experiences of family caregivers' end-of-life decision-making in Singapore.	Ong ML, Foong PS, Tan SM, Xia X, Koh GCH.	BMJ public health	2024	40018195	PMC11812833	10.1136/bmjph-2023-000646
Extinction from a rationalist perspective.	Gallistel CR.	Behavioural processes	2012	22391153	PMC3350810	10.1016/j.beproc.2012.02.008
A Shadow of Knowledge in Stem Cell Science.	Omid-Shafiee S, Hassan M, Nussler AK, Mustapha N, Vosough M.	Cell journal	2023	37865882	PMC10591262	10.22074/cellj.2023.2005680.1346
Recent Advances in Single-Molecule Tracking and Imaging Techniques.	Nguyen TD, Chen YI, Chen LH, Yeh HC.	Annual review of analytical chemistry (Palo Alto, Calif.)	2023	37314878	PMC11729782	10.1146/annurev-anchem-091922-073057
The acute respiratory distress syndrome biomarker pipeline: crippling gaps between discovery and clinical utility.	Bime C, Bime C, Camp SM, Casanova N, Oita RC, Ndukum J, Lynn H, Garcia JGN.	Translational research : the journal of laboratory and clinical medicine	2020	32599095	PMC7319618	10.1016/j.trsl.2020.06.010
Real-World Sarilumab Use and Rule Testing to Predict Treatment Response in Patients with Rheumatoid Arthritis: Findings from the RISE Registry.	Curtis JR, Yun H, Chen L, Ford SS, van Hoogstraten H, Fiore S, Ford K, Praestgaard A, Rehberg M, Choy E.	Rheumatology and therapy	2023	37349636	PMC10326227	10.1007/s40744-023-00568-8
Network Lasso: Clustering and Optimization in Large Graphs.	Hallac D, Leskovec J, Boyd S.	KDD : proceedings. International Conference on Knowledge Discovery & Data Mining	2015	27398260	PMC4937836	10.1145/2783258.2783313
Tobacco and COVID-19: Understanding the science and policy implications.	Clancy L, Gallus S, Leung J, Egbe CO.	Tobacco induced diseases	2020	33328837	PMC7735190	10.18332/tid/131035
Purpose-Driven Reconciliation of Approaches to Estimate Chemical Releases.	Meyer DE, Mittal VK, Ingwersen WW, Ruiz-Mercado GJ, Barrett WM, Gonzalez MA, Abraham JP, Smith RL.	ACS sustainable chemistry & engineering	2019	30881772	PMC6415536	10.1021/acssuschemeng.8b04923
D-peaks: a visual tool to display ChIP-seq peaks along the genome.	Brohée S, Bontempi G.	Transcription	2012	23132505	PMC3632623	10.4161/trns.22457
Long-term exposure to ambient PM&lt;sub&gt;2·5&lt;/sub&gt;, active commuting, and farming activity and cardiovascular disease risk in adults in China: a prospective cohort study.	Sun D, Liu C, Ding Y, Yu C, Guo Y, Sun D, Pang Y, Pei P, Du H, Yang L, Chen Y, Meng X, Liu Y, Liu J, Sohoni R, Sansome G, Chen J, Chen Z, Lv J, Kan H, Li L, China Kadoorie Biobank Collaborative Group.	The Lancet. Planetary health	2023	37019571	PMC10104773	10.1016/s2542-5196(23)00047-5
A note from the founder of <i>JDS Communications</i>.	Lucy MC.	JDS communications	2024	38223388	PMC10785245	10.3168/jdsc.2023-0531
Cervical Sagittal Alignment and Related Factor Analysis and Prediction Model in Patients Undergoing Revision Surgery After Anterior Cervical Fusion.	Romani MD, Zhang HQ, Gao QL, Liu SH, Deng A, Deng A.	The Journal of the American Academy of Orthopaedic Surgeons	2024	38595101	PMC11111316	10.5435/jaaos-d-23-00565
The contribution of Italian migrant women in the New World to health and safety at work.	Salerno S.	La Medicina del lavoro	2018	30378590	PMC7682169	10.23749/mdl.v110i5.7379
A software tool for pure‑tone audiometry. Classification of audiograms for inclusion of patients in clinical trials. English version.	Rahne T, Buthut F, Plößl S, Plontke SK.	HNO	2016	26607156	PMC4819485	10.1007/s00106-015-0089-3
Constructing the coronavirus crisis: narratives of time in British political discourse on COVID-19.	Jarvis L.	British politics	2022	38624749	PMC8162154	10.1057/s41293-021-00180-w
Thinking avant la lettre: A Review of 4E Cognition.	Carney J.	Evolutionary studies in imaginative culture	2020	32457930	PMC7250653	10.26613/esic/4.1.172
Behavioral barcoding in the cloud: embracing data-intensive digital phenotyping in neuropharmacology.	Kokel D, Rennekamp AJ, Shah AH, Liebel U, Peterson RT.	Trends in biotechnology	2012	22652049	PMC3401323	10.1016/j.tibtech.2012.05.001
Does the evidence exist for the deployment of AI in cancer therapies?	Langmack K.	BMJ oncology	2024	39886155	PMC11235011	10.1136/bmjonc-2024-000448
The Immune Landscape of Cancer.	Thorsson V, Gibbs DL, Brown SD, Wolf D, Bortone DS, Ou Yang TH, Porta-Pardo E, Gao GF, Plaisier CL, Eddy JA, Ziv E, Culhane AC, Paull EO, Sivakumar IKA, Gentles AJ, Malhotra R, Farshidfar F, Colaprico A, Parker JS, Mose LE, Vo NS, Liu J, Liu Y, Rader J, Dhankani V, Reynolds SM, Bowlby R, Califano A, Cherniack AD, Anastassiou D, Bedognetti D, Mokrab Y, Newman AM, Rao A, Chen K, Krasnitz A, Hu H, Malta TM, Noushmehr H, Pedamallu CS, Bullman S, Ojesina AI, Lamb A, Zhou W, Shen H, Choueiri TK, Weinstein JN, Guinney J, Saltz J, Holt RA, Rabkin CS, Cancer Genome Atlas Research Network, Lazar AJ, Serody JS, Demicco EG, Disis ML, Vincent BG, Shmulevich I.	Immunity	2018	29628290	PMC5982584	10.1016/j.immuni.2018.03.023
Externalizing psychopathology and gain-loss feedback in a simulated gambling task: dissociable components of brain response revealed by time-frequency analysis.	Bernat EM, Nelson LD, Steele VR, Gehring WJ, Patrick CJ.	Journal of abnormal psychology	2011	21319875	PMC3092030	10.1037/a0022124
Closing the Mental Health Treatment Gap through the Collaboration of Traditional and Western Medicine in Liberia.	Herman AR, Pullen SJ, Lange BCL, Christian-Brathwaite N, Ulloa M, Kempeh M, Karnga D, Johnson D, Harris B, Henderson DC, Borba CPC.	International journal of culture and mental health	2018	31467591	PMC6715311	10.1080/17542863.2018.1556715
Similarity-driven multi-view embeddings from high-dimensional biomedical data.	Avants BB, Tustison NJ, Stone JR.	Nature computational science	2021	33796865	PMC8009088	10.1038/s43588-021-00029-8
Non-invasive infrared thermography for screening, diagnosis and monitoring of skin cancer.	Kesztyüs D, Bae H, Wilson C, Schön MP, Kesztyüs T.	Journal der Deutschen Dermatologischen Gesellschaft = Journal of the German Society of Dermatology : JDDG	2025	39632452	PMC11711949	10.1111/ddg.15598
DMMS: A Decentralized Blockchain Ledger for the Management of Medication Histories.	Li P, Nelson SD, Malin BA, Chen Y.	Blockchain in healthcare today	2019	32524086	PMC7286573	10.30953/bhty.v2.38
Serious mental health conditions and exposure to adulthood trauma in low- and middle-income countries: a scoping review.	Stevenson A, Girma E, Kitafuna BK, Harerimana B, Koenen KC, Seedat S.	Global mental health (Cambridge, England)	2024	39776982	PMC11704373	10.1017/gmh.2024.123
Genetic polymorphisms and dosing of vitamin K antagonist in Indian patients after heart valve surgery.	Choudhary SK, Mathew AB, Parhar A, Hote MP, Talwar S, Rajashekhar P.	Indian journal of thoracic and cardiovascular surgery	2019	33061049	PMC7525906	10.1007/s12055-019-00812-3
